company,locationid,plant,iso3,lon,lat,plant.id
AD STRUVER KG,1030473,ZURICH STRUVER,CHE,8.55,47.3666667,51105
AD TPP NEGOTINO,1039350,NEGOTINO,MKD,22.0891667,41.4838889,30767
EDF GROUP,1014918,LUZ-SAINT-SAUVEUR,FRA,-0.0166667,42.8666667,26293
ADAM SUGAR MILLS LTD,1010657,BAHAWALNAGAR SUGAR,PAK,73.3908333,30.5508333,2871
ADANA ATIKSU ARITMA TESISI,1053347,ADANA WWTP,TUR,35.3288889,37.0016667,254
ADAPACK-INTERMILLS SA,1025223,ANOULD PAPER MILL,FRA,6.945967,48.185262,1661
ADAPAZARI SEKER FB,1009677,ADAPAZARI SUGAR PLANT,TUR,30.4033333,40.7805556,256
ADELAIDE AQUATIC CENTRE,1040752,ADELAIDE AQUATIC CENTRE,AUS,138.6,-34.9333333,261
ADELAIDE SHOWGROUND,1078760,ADELAIDE SHOWGROUND,AUS,138.5833333,-34.9513889,63845
ADELBERT BUCKA,1009680,BYLDERUP BOV,DNK,9.085699,54.938664,6472
ADELINO DUARTE MOTA LDA (ADM),1053509,MEIRINHAS ADM,PRT,-8.7,39.8333333,27917
ADELSHEIMER ELEK WENG GMBH,1009681,BHKW ADELSHEIM,DEU,9.3933333,49.4036111,4371
ADELSHEIMER ELEK WENG GMBH,1009682,WKW ADELSHEIM,DEU,9.3933333,49.4036111,49950
ADEMA,1009683,CORNWERD ADEMA,NLD,5.390853882,53.08299273,9402
ADEN REFINERY CO,1009684,ADEN REFINERY,YEM,45.036667,12.779444,266
ADEV ENERGIEGENOSSENSCHAFT,1062837,PRATTELN,CHE,7.693562508,47.52070761,35690
ADEV ENERGIEGENOSSENSCHAFT,1062838,GENPEMRING,CHE,7.616443634,47.4803785,14918
ADEV ENERGIEGENOSSENSCHAFT,1062833,JURAMILL,CHE,7.499456406,47.42193193,25201
ADEV ENERGIEGENOSSENSCHAFT,1062834,GATTIKON,CHE,8.541097641,47.2888506,24428
ADEV ENERGIEGENOSSENSCHAFT,1062835,UNTERE EMMENGASSE,CHE,7.584632,47.214261,12414
ADEV ENERGIEGENOSSENSCHAFT,1062836,MUTTENZ,CHE,7.645111084,47.52270731,30027
ADEV ENERGIEGENOSSENSCHAFT,1071311,LUTERBACH,CHE,7.584632,47.214261,51673
ADHUNIK GROUP,1079154,SUNDARGARH ADHUNIK,IND,84.7833333,22.3,64061
ADINATH SSK LTD,1047258,ADINATH SUGAR MILL,IND,75.9166667,17.6833333,280
ADINELSA - ADMIN INFRASTR ELEC,1069479,SAN JUAN MARCONA,PER,-74.95,-14.8333333,39248
ADINELSA - ADMIN INFRASTR ELEC,1069478,PUERTO MALABRIGO WIND,PER,-79.4391667,-7.7025,35969
ADITYA BIRLA GROUP,1081006,GRASIM CEMENT KOTPUTLI,IND,75.8166667,26.9166667,65198
ADITYA BIRLA GROUP,1081292,JAGDISHPUR,IND,82.0666667,26.2666667,65376
ADITYA BIRLA GROUP,1051824,HARIHAR PLANT,IND,75.8,14.5166667,16923
ADITYA BIRLA GROUP,1062760,WEST BENGAL CEMENT WORKS,IND,86.7833333,22.8666667,11515
ADITYA BIRLA GROUP,1057891,HIRMI CEMENT WORKS,IND,81.6333333,21.2333333,17865
ADITYA BIRLA GROUP,1079156,BIRLA WHITE CEMENT,IND,73.4930556,26.6569444,64063
ADITYA BIRLA GROUP,1079514,MURI REFINERY,IND,85.3333333,23.35,64274
ADITYA BIRLA GROUP,1057893,ADITYA CEMENT WORKS,IND,74.6333333,24.8833333,8485
ADITYA BIRLA GROUP,1021827,AP CEMENT WORKS,IND,77.6,14.6833333,1796
ADITYA BIRLA GROUP,1058684,NAGDA PLANT,IND,75.4166667,23.45,30180
ADITYA BIRLA GROUP,1058535,VIKRAM ISPAT,IND,73.4333333,18.25,48177
ADITYA BIRLA GROUP,1049525,HIRAKUD SMELTER,IND,83.9666667,21.45,17844
ADITYA BIRLA GROUP,1058537,RAJASHREE CEMENT,IND,77.2833333,17.1833333,26815
ADITYA BIRLA GROUP,1021826,GUJARAT CEMENT WORKS,IND,71.2333333,21.6166667,16261
ADITYA BIRLA GROUP,1051837,MAVOOR WORKS,IND,75.9166667,11.2666667,57271
ADITYA BIRLA GROUP,1019447,NANJANGUD WORKS,IND,76.6827778,12.1197222,30403
ADITYA BIRLA GROUP,1057890,AWARPUR CEMENT PLANT,IND,79.3,19.95,2663
ADITYA BIRLA GROUP,1056188,GRASIM CEMENT SOUTH,IND,79.0833333,11.1333333,2028
ADITYA BIRLA GRP/TEMBEC INC,33450,NACKAWIC,CAN,-67.21889643,45.99340584,30125
ADM OELMUHLEN GMBH,1009685,SPYCK-ELEVE WORKS,DEU,6.1333333,51.8,42753
ADM USINAS TRANS ELEC (UTE),1009691,JOSE BATTLE Y ORDONEZ,URY,-56.16734505,-34.83346154,20544
ADM USINAS TRANS ELEC (UTE),1069811,SIERRA LOS CARACOLES,URY,-54.9166667,-34.5,53254
ADM USINAS TRANS ELEC (UTE),1009692,LA TABLADA UTE,URY,-56.16734505,-34.83346154,23900
ADM USINAS TRANS ELEC (UTE),1009693,MALDONADO,URY,-54.95,-34.9,26792
ADM WINDKRAFT GMBH & CO KG,1009686,WERNSDORF,DEU,12.95,51.2833333,49278
ADMIN NACIONAL DE ELECTRICIDAD,1042800,SAN CARLOS ANDE,PRY,-57.3333333,-22.2666667,39095
ADMIN NACIONAL DE ELECTRICIDAD,1009698,SAN LORENZO ANDE,PRY,-57.5333333,-25.3333333,39260
ADMIN NACIONAL DE ELECTRICIDAD,1009697,RIO ACARAY,PRY,-54.7,-25.4833333,37392
ADMIN NACIONAL DE ELECTRICIDAD,1042804,PEDRO J CABALLERO,PRY,-57.0166667,-25.5,34023
ADMIN NACIONAL DE ELECTRICIDAD,1009696,PUERTO SAJONIA,PRY,-57.7333333,-22.9833333,35980
ADMIN NACIONAL DE ELECTRICIDAD,1042801,BAHIA NEGRA,PRY,-58.16857338,-20.22966393,2879
ADMIN PROVINCIAL ENERGIA (APE),1048713,ARBOL SOLO,ARG,-66.480557,-36.631849,1913
ADMIN PROVINCIAL ENERGIA (APE),1048711,COLONIA LA PASTORIL,ARG,-66.227712,-36.373119,9092
ADMIN PROVINCIAL ENERGIA (APE),1048707,CUCHILLO CO,ARG,-64.64331,-38.333492,9795
ADMIN PROVINCIAL ENERGIA (APE),1048708,LIMAY MAHUIDA,ARG,-66.675954,-37.159594,25261
ADMIN PROVINCIAL ENERGIA (APE),1048719,LA HUMADA,ARG,-68.013561,-36.349046,23746
ADMIN PROVINCIAL ENERGIA (APE),1048709,SANTA ISABEL APELP,ARG,-66.942396,-36.22724,39594
ADMIN PROVINCIAL ENERGIA (APE),1048712,ALGARROBO DEL AGUILA,ARG,-67.14511,-36.399681,949
ADMIN PROVINCIAL ENERGIA (APE),1034465,LOS DIVISADEROS,ARG,-67.252562,-36.267707,25846
ADMIN PROVINCIAL ENERGIA (APE),1062402,LA HOLANDA,ARG,-67.227292,-36.903003,23745
ADMIN PROVINCIAL ENERGIA (APE),1048716,GOBERNADOR DUVAL,ARG,-66.4,-38.7166667,15341
ADMIN PROVINCIAL ENERGIA (APE),1048497,GENERAL PICO,ARG,-63.756815,-35.656622,14884
ADMIN PROVINCIAL ENERGIA (APE),1048496,CHACHARRAMENDI,ARG,-65.651342,-37.331331,7781
ADMIN PROVINCIAL ENERGIA (APE),1048714,CHAPALCO,ARG,-64.948024,-35.04964,7952
ADNAN MENDERES INTL AIRPORT,1076764,ADNAN MENDERES AIRPORT,TUR,27.36848831,37.95137197,62609
ADNOC GROUP,1080402,DAS ISLAND LNG PLANT,ARE,52.8833333,25.15,64845
ADNOC GROUP,1009630,ZIRKU ISLAND,ARE,53.0722222,24.8841667,51031
ADNOC GROUP,1009624,ASAB ADNOC,ARE,54.221726,23.301817,2213
ADNOC GROUP,1009621,DAS ISLAND,ARE,52.8833333,25.15,10267
ADNOC GROUP,1009627,RUWAIS REFINERY,ARE,52.7305556,24.1102778,38315
ADNOC GROUP,1009628,RUWAIS FERTIL,ARE,52.7305556,24.1102778,38314
ADOLF FRANZ KRONBERGER GES,1009699,PINSDORF KRONBERGER,AUT,13.77067566,47.92980114,34714
EDF GROUP,1031137,MARBACHWERK,DEU,9.259951115,48.93964118,27155
ADSAICA ASSOC DES SERRA D'AIRE,1080721,ALCOBERTAS WWTP,PRT,-8.907594,39.418735,65018
ADUM KRAFTVARMEVERK,1009701,ADUM,DNK,8.6,55.8666667,301
ADVANCE BIO POWER COMPANY LTD,1077300,BURI RAM ABP,THA,103.291917,15.297028,63037
ADVANCE EQUITY HOLDING,1067418,VIDNO,BGR,28.3333333,43.4333333,48124
ADVANCE EQUITY HOLDING,1071869,PAUNOVO,BGR,23.8166667,42.4333333,57648
ADVANCE POWER SUPPLY PUB CO,1009704,PRACHIN BURI MILL,THA,101.513028,13.965972,35646
ADVANCE POWER SUPPLY PUB CO,1031273,SUAN KITTI,THA,100.993333,13.542972,43511
ADVANTICA TECHNOLOGIES LTD,1049175,FINDON GREENHOUSE,GBR,-1.707337495,52.19166255,13445
ADVANTICA TECHNOLOGIES LTD,1051281,DURHAM COUNTY COUNCIL,GBR,-1.575658321,54.77676294,11528
EDF GROUP,1016419,AITRACH,DEU,10.0833333,47.9333333,550
EDF GROUP,1060277,ANDRETTA-BISACCIA-2,ITA,15.324853,40.937419,1516
EDF GROUP,1014841,LA MOTTE,FRA,2.491797,50.425631,23802
AE-PHOTONICS GMBH & CO KG,1082149,CASTRONOVO,ITA,13.603455,37.678945,65966
AE3000,1074100,CIC ALTERSOL,ESP,0.5666667,41.45,59883
AE3000,1074105,ENESOL MIQUELO,ESP,0.9,41.55,59888
AE3000,1074104,BALLESTE-PAU,ESP,0.924567,41.541525,59887
AE3000,1074102,SANFELIU,ESP,1.011437,41.625954,59885
AE3000,1074095,EL PALAU,ESP,0.8833333,41.65,59878
AE3000,1074098,GOLMES,ESP,0.931248,41.633541,59881
AE3000,1074097,ALBESA,ESP,0.659356,41.752819,59880
AE3000,1074096,JUNCOSA,ESP,0.776504,41.370332,59879
AE3000,1074107,NOVELLA ALTA,ESP,1.033249,41.228003,59890
AE3000,1074106,SALVIA-GARROFE,ESP,0.8833333,41.65,59889
AE3000,1074103,GRANJA ELS PLANELLS,ESP,1.046254635,41.89467457,59886
AE3000,1074111,JAE10,ESP,0.879873,41.605161,59894
AE3000,1074112,SOCOINVER,ESP,0.931248,41.633541,59895
AE3000,1074110,PANADES,ESP,0.8666667,41.6833333,59893
AE3000,1074099,NABAU-SALVIA,ESP,1.033249,41.228003,59882
AE3000,1074101,LES BORGES BLANQUES,ESP,0.8666667,41.5166667,59884
AE3000,1074108,ILION-ROCA,ESP,0.824509,41.548474,59891
AE3000,1074109,BARTOLO,ESP,0.817684,41.672688,59892
AEC GRIGNO,1009708,GRIGNO MINI,ITA,11.636892,46.016007,15936
AEC OSSANA,1009709,OSSANA,ITA,8.89254,45.505369,32962
AEC PACENTRO,1009710,PACENTRO,ITA,13.991508,42.050433,33276
AEC VERMIGLIO,1053765,STAVEL,ITA,10.691365,46.296905,43113
AEG TUAS,1009712,AEG TUAS,SGP,103.6566667,1.3213889,303
AEGO CITY,1041527,AGEO CITY PLANT,JPN,139.5886111,35.9697222,390
AEI SERVICES LLC,1016532,TRAKYA ELEKTRIK,TUR,27.955279,40.970034,46148
AEI SERVICES LLC,1071223,AMAYO,NIC,-85.706212,11.318791,53903
AEI SERVICES LLC,1016528,NOWA SARZYNA,POL,22.34456062,50.32086075,31827
AEI SERVICES LLC,1039717,TIPITAPA,NIC,-86.097056,12.197317,45516
AEL - AFRICAN EXPLOSIVES LTD,1022586,MIDLAND WORKS,ZAF,31.345146,-28.496019,28357
AEM ARZIGNANO,1009720,ARZIGNANO,ITA,11.338594,45.519292,2204
AEM FIERA DI PRIMIERO,1009727,CASTELPIETRA,ITA,11.839394,46.181113,7385
AEM TOLENTINO,1009736,S ANTONIO CALANGIANO,ITA,13.290076,43.212553,38385
AEM TOLENTINO,1009735,CHIENTI,ITA,13.290076,43.212553,8330
AEM UDINE,1009745,UDINE,ITA,13.2422222,46.0619444,46852
AEOLIAN PARKS OF ACHLADIA,1038388,CRETE ACHLADIA,GRC,26.0986111,35.2,9663
AEOLIAN PARKS OF CRIA,1038389,CRETE CRIA,GRC,26.0986111,35.2,9665
AEOLUS ENERGY LTD,1065442,CURRAGHGRAIGUE,IRL,-8.0616667,52.7752778,9866
INCA - INDUSTRIALES NACIONALES,1064639,SANTO DOMINGO INCA,DOM,-69.98857498,18.50012188,39694
EDF GROUP,1014777,FEISSONS,FRA,6.559524536,45.47048445,13233
EDF GROUP,1014916,LUCHADOU,FRA,3.547835,44.960393,26096
EDF GROUP,1014791,GENNEVILLIERS,FRA,2.3,48.9333333,14909
AER TEMBAGA COLD STORAGE,1009750,AER TEMBAGA PLANT,IDN,125.2061,1.4477,310
EDF GROUP,1014897,LES CLAUX,FRA,6.482533,44.87462,25001
EDF GROUP,1076029,BOCHHOLZ,DEU,6.101360321,50.87066669,61987
EDF GROUP,1023741,HORRHEIM,DEU,8.9833333,48.9833333,18421
EDF GROUP,1028358,TORNESS,GBR,-2.409166667,55.96805556,45927
AEROBOARD LTD,1069890,ASKEATON AEROBOARD,IRL,-8.975556,52.599722,53856
AEROENERGIA SA,1043896,AEROENERGIA,CRI,-85.024593,10.570529,312
AEROGENERAD CANARIOS (ACSA),1032392,CANADA DE LA BARCA-1,ESP,-14.10760403,28.35039217,6885
AEROGENERAD CANARIOS (ACSA),1034439,MONTANA MINA,ESP,-13.61300468,29.00093404,29142
AEROGENERAD CANARIOS (ACSA),1051940,ARINAGA-INGENIO,ESP,-15.4460907,27.90538967,2020
AEROGENERAD CANARIOS (ACSA),1041273,PUNTA TENEFE-1,ESP,-15.5407083,27.91174196,36073
AEROGERADORES,1042535,SINES AERO,PRT,-8.869788,37.956215,41722
AEROPORT DE BORDEAUX,1009752,AEROPORT DE BORDEAUX,FRA,-0.5805,44.840439,313
AEROPORT DE NIMES,1009753,AEROPORT DE NIMES,FRA,4.35,43.8333333,314
AEROPORT DE ROISSY,1009754,AEROPORT DE ROISSY,FRA,2.64747,48.791594,315
AEROPORT INTL DE GENEVE,1066007,GRAND HANGAR,CHE,6.145691872,46.2022157,15685
AEROPORT LYON SATOLAS,1009755,LYON-SATOLAS,FRA,4.846711,45.748457,26334
AEROPORTI DI ROMA SPA,1072455,FIUMICINO AIRPORT,ITA,12.22907066,41.76747076,58181
AEROPORTI DI ROMA SPA,1076613,FIUMICINO ALITALIA,ITA,12.22907066,41.76747076,62474
AEROPORTS DE PARIS,1009756,AMELOT (PARIS NORD),FRA,2.517026,49.004433,1337
AEROPORTS DE PARIS,1009757,ORLY,FRA,2.362833023,48.71401515,32784
AEROPORTS DE PARIS,1009758,PARIS CDG AIRPORT,FRA,2.594249,49.017865,33706
AEROPUERTOS ESPAN NAV (AENA),1053785,BARAJAS AIRPORT IBERIA,ESP,-3.70325,40.416741,3273
AEROPUERTOS ESPAN NAV (AENA),1053772,AEROPUERTO BARAJAS T4,ESP,-3.70256424,40.41650209,3274
AEROSKOBING FJERNVARME,1033907,AEROSKOBING,DNK,10.411174,54.8880292,317
AEROSPACE INDUST DEV CORP,1053121,TAICHUNG COGEN,TWN,120.6839,24.1469,44206
AEROSPATIALE,1029072,SNIAS,FRA,5.217,43.45,42114
AEROSPATIALE,1048170,NANTES AEROSPATIALE,FRA,-1.5533638,47.21725082,30437
EDF GROUP/DST,1066566,SERRA D'ARGA EEVM,PRT,-8.713687,41.806077,40637
AEROWATT,1062824,MORNE-CARRIERE,MTQ,-60.838829,14.545242,29394
AEROWATT,1077339,SAINT-JEAN-LACHAIM,FRA,3.718813,44.957423,63056
AEROWATT,1080325,LA RENARDIERE,FRA,-1.243575,47.237617,64791
AEROWATT,1080327,MONT DORE,NCL,166.5833333,-22.2833333,64793
AEROWATT,1080329,FLORENSAC VINIPOLIS,FRA,3.466383,43.38301,64794
AEROWATT,1074550,LA PERRIERE,REU,55.608861,-20.906144,60261
AEROWATT,1080326,PORTEL DES CORBIERES,FRA,2.9166667,43.05,64792
AERRE SNC DI SPEROTTO RENATO,1061708,L'ALTERNATIVA,ITA,11.529595,45.700198,23578
INDIA GLYCOLS LTD,1019442,KASHIPUR PLANT,IND,78.95,29.2166667,21419
INDIA GLYCOLS LTD,1077290,GORAKHPUR IGL,IND,83.3738889,26.755,63029
AES CORP,1012189,QUELTEHUES,CHL,-70.3666667,-33.6333333,36277
AES CORP,1077500,ST-HILAIRE-LA-CROIX,FRA,3.021807,46.493623,63149
INDIA POWER CORP LTD (IPCL),1013712,DISHERGARH,IND,87.85,23.25,10894
AES CORP,1019677,LA ESTRELLA,PAN,-82.3833333,8.65,23701
INDIAN CANE POWER LTD,1076194,BAGALKOT ICP,IND,75.7,16.1833333,62116
AES CORP,1010073,UST-KAMENOGOR TETS,KAZ,82.610278,49.978889,47353
AES CORP,1060044,BURTON WOLD,GBR,-0.678533651,52.36368073,6380
AES CORP,1063435,RIBEIRAO,BRA,-44.89,-21.95888889,37247
INDIAN FARMERS FERTILISER COOP,1049471,PHULPUR WORKS,IND,81.85,25.45,34485
AES CORP,1012561,AGUA VERMELHA,BRA,-50.28972222,-19.98,436
INDIAN METALS & FERRO (IMFA),1019448,CHOUDWAR IMFA,IND,85.87926865,20.46497271,8557
INDIAN NAVY,1058980,PROJECT SEABIRD,IND,74.1333333,14.8,35824
AES CORP,1012192,VENTANAS,CHL,-71.4122222,-32.7275,47944
AES CORP,1012190,RENCA,CHL,-70.7333333,-33.4,37043
AES CORP,1063431,LAMINS-PASSA QUATRO,BRA,-44.96666667,-22.39027778,24301
AES CORP,1016289,LAJA,CHL,-72.5333333,-35.6666667,24136
AES CORP,1074530,GRAND-FOUGERAY,FRA,-1.732096,47.723901,60243
AES CORP,1009775,PRESIDENTE SARMIENTO,ARG,-68.5363889,-31.5375,35737
AES CORP,1062736,CAPE LIMBOH,CMR,9.2149,4.0242,7028
AES CORP,1012553,BARRA BONITA,BRA,-48.55805556,-22.49472222,3387
INDIAN OIL CORP LTD (IOC),1044260,GUJARAT REFINERY,IND,73.1166667,22.3666667,39998
AES CORP,1029269,BAFOUSSAM,CMR,10.417858,5.473664,2834
AES CORP,1012185,ALFALFAL-I,CHL,-70.3666667,-33.6333333,934
AES CORP,1060661,VALHUON,FRA,2.378047,50.43354,47613
AES CORP,1015616,ELSTA,NLD,3.777778,51.31,12352
INDIAN TELEPHONE INDUSTRY (ITI,1019897,ITI RAE BARELI PLANT,IND,81.2333333,26.2166667,19753
RAO UES RUSSIA,1070928,VLADIMIR-1,RUS,40.396576,56.136547,56050
AES CORP,1012564,MOGI-GUACU,BRA,-46.94222222,-22.37222222,28925
AES CORP,1009763,CABRA CORRAL,ARG,-65.50937,-25.52031,6531
AES CORP,1029271,DOUALA BASSA,CMR,9.704275131,4.048265143,11220
AES CORP,1009780,URUGUAIANA,BRA,-57.08833333,-29.75472222,47307
AES CORP,1029287,YAOUNDE,CMR,11.5166667,3.8666667,50576
AES CORP,1080443,HESCAMPS,FRA,1.8833333,49.7333333,64866
RAO UES RUSSIA,1055999,ARKHANGELSK-1,RUS,40.546762,64.546794,2040
AES CORP,1009785,LAL PIR,PAK,72.893999,32.292156,24230
AES CORP,1029276,GAROUA,CMR,13.4,9.3,14674
INDITEX,1056722,POLIGONO SABON,ESP,-8.507494926,43.30481904,35115
AES CORP,1074531,GUEHENNO,FRA,-2.640024,47.892157,60244
AES CORP,1066157,CROIXRAULT,FRA,1.99232,49.791586,9700
INDO RAMA SYNTHETICS LTD,1019458,BUTIBORI PLANT,IND,79.1,21.15,6426
AES CORP,1012554,CACONDE,BRA,-46.64388889,-21.52944444,6570
AES CORP,1012191,TERMOANDES,ARG,-65.075662,-24.734887,45047
AES CORP,1029270,BERTOUA,CMR,13.6833333,4.5833333,4221
AES CORP,1012550,BARIRI,BRA,-48.74027778,-22.07444444,3337
INDO-WIND ENERGY LTD,1049727,KAPPATAGUDDA IWE,IND,75.0166667,15.4666667,21215
AES CORP,1012552,LIMOEIRO,BRA,-49.37944444,-20.81972222,25277
AES CORP,1012187,LAGUNA VERDE GENER,CHL,-71.6833333,-33.1,24088
AES CORP,1012193,VOLCAN,CHL,-70.3666667,-33.6333333,48498
AES CORP,1066524,NORTH RHINS,GBR,-5.027313216,54.90234406,37191
INDSIL ELECTROSMELTS LTD,1044715,KUTHUNGAL,IND,76.9666667,9.85,23427
INDSLEV MOLLELAUG,1019469,INDSLEV,DNK,9.157683849,56.13883091,19358
AES CORP,1012186,EL INDIO,CHL,-71.2541667,-29.9077778,12089
AES CORP,1078403,SAO JOSE TIETE,BRA,-46.79805556,-21.96916667,63617
INDUPALMA,1069573,SAN ALBERTO PLANT,COL,-73.392201,7.761066,39053
AES CORP,1012565,NOVA AVANHANDAVA,BRA,-50.14722222,-21.06611111,31754
AES CORP,1019672,ESTI,PAN,-82.3,8.5333333,12825
INDUST CHIMIQUES MAGHREBINES,1019300,ICM GABES,TUN,10.098196,33.881457,19051
AES CORP,1012563,PROMISSAO,BRA,-49.7175,-21.16555556,35828
AES CORP,1041643,WUXI TIN HILL,CHN,120.3784491,31.1468254,50223
INDUSTEEL FRANCE,1022528,LE VERGNE,FRA,4.306462,46.122557,24776
AES CORP,1072705,YASSA-DIBAMBA,CMR,9.8643,4.3632,58410
AES CORP,1020975,MAMONAL,COL,-75.5144444,10.3997222,26871
AES CORP,1049160,LE PORTEL PLAGE,FRA,1.63318634,50.52194016,24757
INDUSTEQUIP,1019476,DETTWILLER,FRA,7.46632576,48.75415166,10648
INDUSTREE POWER PVT LTD,1050893,RASKAT,IND,77.1,31.9666667,36705
AES CORP,1009782,XIANGCI-CILI,CHN,111.120131,29.424442,50291
AES CORP,1033516,WUHU GRASSY LAKE,CHN,118.375483,31.336571,50184
RATCHABURI ELEC GEN HOLDING,1014284,RATCHABURI,THA,99.817117,13.536711,36726
RATCHABURI ELEC GEN HOLDING,1069986,PRATU TOA-A FIELD,THA,99.977695,16.951972,52145
AES CORP,1009777,TISZAPALKONYA,HUN,21.0833333,47.9333333,45552
AES CORP,1032950,BONDUES,FRA,3.094972,50.701956,5207
AES CORP,1024261,NORGENER,CHL,-70.19792,-22.09198,31523
EDISON SPA,1051039,ABRUZZO,ITA,15.105851,40.665312,147
AES CORP,1066158,SAUZLET,FRA,3.033187,45.415071,39973
AES CORP,1012557,EUCLIDES DA CUNHA,BRA,-49.37944444,-20.81972222,12868
AES CORP,1016288,CONSTITUCION,CHL,-72.4166667,-35.3333333,9263
AES CORP,1012558,IBITINGA,BRA,-48.82888889,-21.75777778,19027
EDISON SPA,1051041,VOLTURARA EDISON,ITA,15.052239,41.496029,48533
AES CORP,1019658,BAYANO,PAN,-79.1,9.1666667,3630
AES CORP,1060742,EUROTUNNEL,FRA,1.798796654,50.9346057,12889
EDISON/A2A/ALPIQ/IRIDE,1064977,VILLA RINALDI,ITA,12.6791667,46.0347222,48242
AES CORP,1057677,S FRANCISCO MOSTAZAL AES,CHL,-70.716667,-33.983333,38397
AES CORP,1031235,GOLFO-PENOLES,MEX,-98.75,21.9833333,15421
AES CORP,1023529,MASINLOC,PHL,119.9502,15.5363,27453
AES CORP,1009762,BORSOD,HUN,20.6333333,48.25,5344
AES CORP,1029279,LIMBE,CMR,9.2149,4.0242,25264
EDISON/A2A/ALPIQ/IRIDE,1034749,SAN FOCA VILLA,ITA,12.6791667,46.0347222,39146
AES CORP,1043469,TERMOCANDELARIA,COL,-75.5144444,10.3997222,55156
AES CORP,1081384,SAINT-PATRICK,FRA,2.355483,50.430333,65429
AES CORP,12456,AES PUERTO RICO,PRI,-66.1137767,17.9841328,338
EDISON/A2A/ALPIQ/IRIDE,1064973,GRAVEDONA,ITA,9.300937,46.146389,15772
AES CORP,1015665,GUACOLDA,CHL,-71.2191667,-28.4663889,16108
AES CORP,1009771,HEFEI PROSPERITY LAKE,CHN,117.2808333,31.8638889,17311
AES CORP,1011932,SAN NICOLAS,ARG,-58.37606907,-34.60502491,39317
AES CORP,1012225,CHIVOR,COL,-73.262338,4.860483,8491
AES CORP,1009786,PAK GEN,PAK,71.192129,30.07537,33360
AES CORP,1010072,SOGRINSK TETS,KAZ,82.610278,49.978889,42203
AES CORP,1009769,EL TUNAL,ARG,-65.411664,-24.785896,12197
AES CORP,1078406,PIRAMBEIRA,BRA,-39.4166667,-3.7666667,63619
AES CORP,1029166,NUEVA RENCA,CHL,-70.7333333,-33.4,31875
AES CORP,1077501,ARDES-SUR-COUZE,FRA,3.1333333,45.4,63150
EDISON/A2A/ALPIQ/IRIDE,1065414,RODEANO,ITA,13.0058333,46.1116667,37791
AES CORP,1059720,NIBAS,FRA,1.588957,50.102323,31112
EDISON/A2A/ALPIQ/IRIDE,1016092,PIACENZA,ITA,9.7,45.05,34499
EDISON/A2A/ALPIQ/IRIDE,1064972,GORDONA (MERA-III),ITA,9.365335,46.292293,15501
AES CORP,1028833,AIXI HEART RIVER,CHN,106.5527778,29.5627778,556
AES CORP,1011302,BALLYLUMFORD,GBR,-5.8166667,54.85,3055
AES CORP,1078402,SAO JOAQUIM TIETE,BRA,-46.79805556,-21.96916667,63616
AES CORP,1064421,PARHAM AIRFIELD,GBR,1.342048645,52.22117469,33692
AES CORP,1068536,SVETI NIKOLA,BGR,28.3333333,43.4333333,21538
EDISON/A2A/ALPIQ/IRIDE,1064974,ISOLA SPLUGA,ITA,9.359532,46.439397,19692
EDISON/A2A/ALPIQ/IRIDE,1065374,PRATA (MERA-II),ITA,9.395236,46.307194,35682
AES CORP,1018418,ALICURA,ARG,-70.6666667,-40.4166667,973
AES CORP,1009772,MERIDA III,MEX,-89.6166667,20.9666667,28107
AES CORP,1064129,LOS VIENTOS,CHL,-70.9666667,-32.85,25890
EDISON/A2A/ALPIQ/IRIDE,1015982,CORDENONS,ITA,12.7019444,45.9897222,9346
AES CORP,1019680,LOS VALLES,PAN,-82.3833333,8.65,25887
AES CORP,1060743,SAUCOURT,FRA,1.588957,50.102323,39943
AES CORP,1009776,TISZA-II,HUN,21.0833333,47.9333333,45550
AES CORP,1046687,EBUTE BARGE,NGA,3.3591667,6.4455556,11733
AES CORP,1010213,OTTANA ENERGIA,ITA,9.033333,40.25,336
EDISON/A2A/ALPIQ/IRIDE,1065393,GROTTA DELL'ANGELO,ITA,15.44886,40.543612,16059
AES CORP,1012188,MAITENES,CHL,-70.3666667,-33.6333333,26680
AES CORP,1071990,GARVES,GBR,-6.51008606,55.07079984,57762
EDISUN POWER,1064181,FLERDEN BUHLER,CHE,9.408245087,46.70332052,13571
AES CORP,1029274,EDEA,CMR,10.1333333,3.8,11777
AES CORP,1046822,SILON,CZE,14.65780339,49.41441246,41627
AES CORP,1033606,YANGCHUN SUN SPRING,CHN,111.7833333,22.1666667,50535
AES CORP,1029278,LAGDO,CMR,13.733333,9.05,24048
AES CORP,1070245,SANTA LIDIA CHARRUA,CHL,-72.4,-37.0333333,56040
EDP - ENERGIAS DE PORTUGAL SA,1012757,VELADA,PRT,-7.695193291,39.57231844,47890
AES CORP,1056983,CHEPY,FRA,1.646943,50.06361,8181
AES CORP,1023937,KILROOT,GBR,-5.7661,54.7258,22124
EDP - ENERGIAS DE PORTUGAL SA,1012734,POCINHO,PRT,-7.120227,41.130148,35024
AES CORP/CHINA WATER AFFAIRS,1071546,DALIANGZI,CHN,102.173804,24.320475,53357
AES CORP/DR GOVT,1013321,ITABO,DOM,-70.042622,18.391663,19727
AES CORP/DR GOVT,1013336,SANTO DOMINGO,DOM,-69.98857498,18.50012188,39691
AES CORP/DR GOVT,1013338,TIMBEQUE,DOM,-69.8833333,18.4833333,45464
