Power Plant ID,Name,Fuel,Secondary Fuel,Generator Technology,Units,Capacity (MW),Commissioning Date,Owner,Operational Status,Location,Annual Generation (GWh),Year of Data,Generation Data Source,Cooling Technology,Cooling Source,Fuel Consumption (g/kWh),CO2 Annual Reported,CO2 Specific Emissions (tCO2/MWh),Efficiency,Latitude,Longitude,Other,Source,URL,Source 2,URL 2,Peak Load (MW),Load Factor,Capacity Factor,Availability,Grid Connection (kV),Grid Balancing Area,Address,Municipality,Postal Code,Country,Natural Language,Geolocation Source
1019831,Hamunmo Spinning,Coal,,Sub-critical Thermal,,200,,,,,,,,,,,,,,,,,The People's Korea,https://web.archive.org/web/20090824204833/http://www1.korea-np.co.jp/pk/112th_issue/99091601.htm,,,,,,,,,,,,North Korea,,
1019835,Kilju Pulp,Coal,,Sub-critical Thermal,,9,,,,,,,,,,,,,,,,,The People's Korea,https://web.archive.org/web/20090824204833/http://www1.korea-np.co.jp/pk/112th_issue/99091601.htm,,,,,,,,,,,,North Korea,,
1019837,The December 18th Chongi,Coal,,Sub-critical Thermal,,3,,,,,,,,,,,,,,,,,The People's Korea,https://web.archive.org/web/20090824204833/http://www1.korea-np.co.jp/pk/112th_issue/99091601.htm,,,,,,,,,,,,North Korea,,
1019838,Mt. Hamungkok,Coal,,Sub-critical Thermal,,3,,,,,,,,,,,,,,,,,The People's Korea,https://web.archive.org/web/20090824204833/http://www1.korea-np.co.jp/pk/112th_issue/99091601.htm,,,,,,,,,,,,North Korea,,
1019839,Kimchek Iron & Steel,Coal,,Sub-critical Thermal,,1,,,,,,,,,,,,,,,,,The People's Korea,https://web.archive.org/web/20090824204833/http://www1.korea-np.co.jp/pk/112th_issue/99091601.htm,,,,,,,,,,,,North Korea,,
1019845,River Hochon,Hydro,,Dam with Reservoir,,346,,,,,,,,,,,,,,,,,The People's Korea,https://web.archive.org/web/20090824204833/http://www1.korea-np.co.jp/pk/112th_issue/99091601.htm,,,,,,,,,,,,North Korea,,
1019852,Mirim Flood Gate,Hydro,,,,32,,,,,,,,,,,,,,,,,The People's Korea,https://web.archive.org/web/20090824204833/http://www1.korea-np.co.jp/pk/112th_issue/99091601.htm,,,,,,,,,,,,North Korea,,
1019854,Tongchon,Hydro,,,,16.68,,,,,,,,,,,,,,,,,The People's Korea,https://web.archive.org/web/20090824204833/http://www1.korea-np.co.jp/pk/112th_issue/99091601.htm,,,,,,,,,,,,North Korea,,
1019856,Chonma,Hydro,,,,12,,,,,,,,,,,,,,,,,The People's Korea,https://web.archive.org/web/20090824204833/http://www1.korea-np.co.jp/pk/112th_issue/99091601.htm,,,,,,,,,,,,North Korea,,
1019858,Yonpung,Hydro,,,,5,,,,,,,,,,,,,,,,,The People's Korea,https://web.archive.org/web/20090824204833/http://www1.korea-np.co.jp/pk/112th_issue/99091601.htm,,,,,,,,,,,,North Korea,,
1019859,Ojidon,Hydro,,,,5,,,,,,,,,,,,,,,,,The People's Korea,https://web.archive.org/web/20090824204833/http://www1.korea-np.co.jp/pk/112th_issue/99091601.htm,,,,,,,,,,,,North Korea,,
1019860,Ojidon 1st,Hydro,,,,5,,,,,,,,,,,,,,,,,The People's Korea,https://web.archive.org/web/20090824204833/http://www1.korea-np.co.jp/pk/112th_issue/99091601.htm,,,,,,,,,,,,North Korea,,
1019861,Ojidong 2nd,Hydro,,,,5,,,,,,,,,,,,,,,,,The People's Korea,https://web.archive.org/web/20090824204833/http://www1.korea-np.co.jp/pk/112th_issue/99091601.htm,,,,,,,,,,,,North Korea,,
1019862,Hasuwon,Hydro,,,,4,,,,,,,,,,,,,,,,,The People's Korea,https://web.archive.org/web/20090824204833/http://www1.korea-np.co.jp/pk/112th_issue/99091601.htm,,,,,,,,,,,,North Korea,,
1019863,Hwangsuwon,Hydro,,,,4,,,,,,,,,,,,,,,,,The People's Korea,https://web.archive.org/web/20090824204833/http://www1.korea-np.co.jp/pk/112th_issue/99091601.htm,,,,,,,,,,,,North Korea,,
1019864,River Ryongfung,Hydro,,,,0.75,,,,,,,,,,,,,,,,,The People's Korea,https://web.archive.org/web/20090824204833/http://www1.korea-np.co.jp/pk/112th_issue/99091601.htm,,,,,,,,,,,,North Korea,,
1019836,Chongjin Chemical Fiber,Coal,,Sub-critical Thermal,,6,,,,,,,,,,,,,,41.795556,129.775833,,The People's Korea,https://web.archive.org/web/20090824204833/http://www1.korea-np.co.jp/pk/112th_issue/99091601.htm,,,,,,,,,,,,North Korea,,CARMA
1019857,Anju Youth,Hydro,,,,10,,,,,,,,,,,,,,39.6177778,125.6647222,,The People's Korea,https://web.archive.org/web/20090824204833/http://www1.korea-np.co.jp/pk/112th_issue/99091601.htm,,,,,,,,,,,,North Korea,,CARMA
1019849,T'aep'yongman,Hydro,,Dam with Reservoir,,190,1986,,,,,,,,,,,,,40.352724,124.735193,,The People's Korea,http://www.sinohydro.com/664-2024-18397.aspx,,,,,,,,,,,,North Korea,,WRI
1019841,The March 17th  Power Plant,Hydro,,Dam with Reservoir,,482,,,,,,,,,,,,,,41.349012,129.390099,,The People's Korea,https://web.archive.org/web/20090824204833/http://www1.korea-np.co.jp/pk/112th_issue/99091601.htm,,,,,,,,,,,,North Korea,,WRI
1019842,Unbong,Hydro,,Dam with Reservoir,,400,1960,,,,,,,,,,,,,38.597917,125.462083,,The People's Korea,https://web.archive.org/web/20090824204833/http://www1.korea-np.co.jp/pk/112th_issue/99091601.htm,,,,,,,,,,,,North Korea,,WRI
1019843,Yunfeng,Hydro,,Dam with Reservoir,,400,,,,,,,,,,,,,,41.381392,126.514902,,The People's Korea,https://web.archive.org/web/20090824204833/http://www1.korea-np.co.jp/pk/112th_issue/99091601.htm,,,,,,,,,,,,North Korea,,WRI
1019844,River Changjin,Hydro,,Dam with Reservoir,,346.7,,,,,,,,,,,,,,40.56625,127.23375,,The People's Korea,https://web.archive.org/web/20090824204833/http://www1.korea-np.co.jp/pk/112th_issue/99091601.htm,,,,,,,,,,,,North Korea,,WRI
1019846,Huichon,Hydro,,Dam with Reservoir,,300,,,,,,,,,,,,,,39.662,125.812415,,The People's Korea,https://web.archive.org/web/20090824204833/http://www1.korea-np.co.jp/pk/112th_issue/99091601.htm,,,,,,,,,,,,North Korea,,WRI
