Power Plant ID,Name,Fuel,Secondary Fuel,Generator Technology,Units,Capacity (MW),Commissioning Date,Owner,Operational Status,Location,Annual Generation (GWh),Year of Data,Cooling Technology,Cooling Source,Fuel Consumption (g/kWh),CO2 Annual Reported,CO2 Specific Emissions (tCO2/MWh),Efficiency,Latitude,Longitude,Other,Source,URL,Source 2,URL 2,Peak Load (MW),Load Factor,Capacity Factor,Availability,Grid Connection (kV),Grid Balancing Area,Address,Municipality,Postal Code,Country,Natural Language,Geolocation Source
1003792,RVC BTC,Coal,,,,430,1982,Kuzbassenergo,,,,2015,,,,,,,,,,Kuzbassenergo,http://sibgenco.ru/about/activity/electric-power-generation/,,,,,,,,,,,,Russia,,
1003676,Cascade of Kubanskiye HPPs,Hydro,,,,477,,RusHydro,,,"1,384",,,,,,,,,,,RusHydro,RusHydro,,,,,,,,,,,,Russia,,
1003677,Cascade of Verkhnevolzhskiye HPPs,Hydro,,,,477,,RusHydro,,,,,,,,,,,,,,RusHydro,RusHydro,,,,,,,,,,,,Russia,,
1003678,Cascade of Viluysky HPPs,Hydro,,,,680,,RusHydro,,,,,,,,,,,,,,RusHydro,RusHydro,,,,,,,,,,,,Russia,,
1003709,HPP of the Northern Ossetian Branch,Hydro,,,,95,,RusHydro,,,,,,,,,,,,,,RusHydro,RusHydro,,,,,,,,,,,,Russia,,
1003715,Kabardino-Balkarian Branch,Hydro,,,,158,,RusHydro,,,565,,,,,,,,,,,RusHydro,RusHydro,,,,,,,,,,,,Russia,,
1003722,Karachaevo-Cherkessian Branch HPP,Hydro,,,,160,,RusHydro,,,1,,,,,,,,,,,RusHydro,RusHydro,,,,,,,,,,,,Russia,,
1003831,Tolmachyovskiye HPPs,Hydro,,,,45,,RusHydro,,,,,,,,,,,,,,RusHydro,RusHydro,,,,,,,,,,,,Russia,,
1003867,Zaramagsky HPP,Hydro,,,,342,,RusHydro,,,,,,,,,,,,,,RusHydro,RusHydro,,,,,,,,,,,,Russia,,
1003655,Alexin TPP,Natural Gas,,,,62,1941,Quandra,,,,,,,,,,,,,,Quandra,Quadra Production Capacity,,,,,,,,,,,,Russia,,
1003658,Anadyrskaya Gas Engine CHPP,Natural Gas,,,,304,,RusHydro,,,,,,,,,,,,,,RusHydro,RusHydro,,,,,,,,,,,,Russia,,
