Power Plant ID,Name,Fuel,Secondary Fuel,Generator Technology,Units,Capacity (MW),Commissioning Date,Owner,Operational Status,Location,Annual Generation (GWh),Year of Data,Cooling Technology,Cooling Source,Fuel Consumption (g/kWh),CO2 Annual Reported,CO2 Specific Emissions (tCO2/MWh),Efficiency,Latitude,Longitude,Other,Source,URL,Source 2,URL 2,Peak Load (MW),Load Factor,Capacity Factor,Availability,Grid Connection (kV),Grid Balancing Area,Address,Municipality,Postal Code,Country,Natural Language,Geolocation Source
1002544,Suomenojan voimalaitos,Coal,Natural gas,CHP,,358,,Fortum Power and Heat Oy,,Suomenojan voimalaitos,29.877,,,,,,,,,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,ENTSOE (for generation only),https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,Finland National Grid,PL 100,FORTUM,48,Finland,,
1002349,Ilomantsin pellettitehdas,Peat,Medium heavy distillates,CHP,,2.8,,Vapo Oy,,Ilomantsi,,,,,,,,,,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,Finland National Grid,PL 22,Jyväskylä,40101,Finland,,
1002521,Ruusutarhat,Natural gas,Medium heavy distillates,,,2.7,,Ruusutarhat Suutari Oy,,Valkeala,,,,,,,,,,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,Finland National Grid,Jyrääntie 400,45100   Kouvola,45100,Finland,,
1002587,Viikinmäki,Biomass,Medium heavy distillates,CHP,,2.7,,Helsingin Vesi,,Viikinmäen jätevedenpuhdistamo,,,,,,,,,,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,Finland National Grid,PL 1100,Helsingin kaupunki,99,Finland,,
1002327,Hankosaari 1-2 tv,Wind,,,,2.6,,Propel Voima Oy,,Hangonsaari 1 ja 2,,,,,,,,,,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,Finland National Grid,PL 11,Laitila,23801,Finland,,
1002420,Kumpuniemi,Biomass,,CHP,,2.5,,Kumpuniemen Voima Oy,,Vaneritehtaankatu 1 Suolahti,,,,,,,,,,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,Finland National Grid,PL 43,Suolahti,44201,Finland,,
1002641,Pettumäen Mylly,Wind,,,,2.5,,Pettumäen Mylly oy,,Pettumäki Teuva,,,,,,,,,,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,Finland National Grid,Joentaustantie 291,Teuva,64700,Finland,,
1002652,Sysimylly,Wind,,,,2.5,,Sysituuli Oy,,"Luomankyläntie 591, Luomankylä",,,,,,,,,,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,Finland National Grid,Talvitie 333,Luomakylä,61810,Finland,,
1002654,Isonnevanmäki,Wind,,,,2.5,,Tuuliveikot Oy,,"Isonnevanmäki, Kauhava",,,,,,,,,,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,Finland National Grid,Mattilantie 34,Kortesjärvi,62420,Finland,,
1002549,Sänkiaho,Oil,,,,2.1,,Alajärven Sähkö Oy,,Sänkiahon 110/ 20 kV sähköasema,,,,,,,,,,,,Finnish Energy Authority,http://www.energiavirasto.fi/en/voimalaitosrekisteri,,,,,,,,Finland National Grid,Kauppakatu 1,Alajärvi,62900,Finland,,
