Power Plant ID,Name,Fuel,Secondary Fuel,Generator Technology,Units,Capacity (MW),Commissioning Date,Owner,Operational Status,Location,Annual Generation (GWh),Year of Data,Generation Data Source,Cooling Technology,Cooling Source,Fuel Consumption (g/kWh),CO2 Annual Reported,CO2 Specific Emissions (tCO2/MWh),Efficiency,Latitude,Longitude,Other,Source,URL,Source 2,URL 2,Peak Load (MW),Load Factor,Capacity Factor,Availability,Grid Connection (kV),Grid Balancing Area,Address,Municipality,Postal Code,Country,Natural Language,Geolocation Source
1018758,Yeni Elektrik Doğalgaz Çevrim Santrali,Natural Gas,,CCGT,,865,,Yeni Elektrik Üretim,,Kocaeli,"6,500",,,,,,,,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/yeni-elektrik-dogalgaz-santrali.html,,,,,,,,,,,,Turkey,,
1018767,Marmaraereğlisi DKÇS,Natural Gas,,CCGT,,478,,Trakya Elektrik,,Tekirdağ,,,,,,,,,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,,,,,Turkey,,
1018769,Aliağa Çakmaktepe Doğalgaz Termik Santrali,Natural Gas,,CCGT,,268,,Çakmaktepe Enerji,,İzmir,,,,,,,,,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,,,,,Turkey,,
1018771,Gebze Dilovası DGKÇ Santrali,Natural Gas,,CCGT,,253,,Çolakoğlu Şirketler Grubu,,Kocaeli,"1,832",,,,,,,,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/ova-elektrik-gebze-dogalgaz-santrali.html,,,,,,,,,,,,Turkey,,
1018772,Mersin Soda Sanayii Termik Santrali,Natural Gas,,CCGT,,252,,Şişecam Elektrik Üretim,,Mersin,,,,,,,,,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,,,,,Turkey,,
1018773,Habaş Aliağa Doğalgaz Termik Santrali,Natural Gas,,CCGT,,240,,Habaş Enerji,,İzmir,,,,,,,,,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,,,,,Turkey,,
1018821,Soma,Wind,,Onshore Wind,,240,2007-2014,,,,474,,,,,,,,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/soma-ruzgar-santrali.html,,,,,,,,,,,,Turkey,,
1018774,Esenyurt Doğalgaz Termik Santrali,Natural Gas,,CCGT,,189,,American Edison Mission Energy,,İstanbul,,,,,,,,,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,,,,,Turkey,,
1018775,Aliağa Doğalgaz Çevrim Santrali,Natural Gas,,CCGT,,180,,EÜAŞ,,İzmir,,,,,,,,,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,,,,,Turkey,,
1018695,KARKEY (SİLOPİ),Fuel Oil,,,1,171.9,,,,,,,,,,,,,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/cesitli/,,,,,,,,,,,,Turkey,,
1018776,Kırklareli Termik Santrali,Natural Gas,,CCGT,,164,,Alarko Enerji,,Kırklareli,384,,,,,,,,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/kirklareli-termik-santrali.html,,,,,,,,,,,,Turkey,,
1018780,Kırklareli Lüleburgaz Termik Santrali,Natural Gas,,CCGT,,164,,Zorlu Enerji,,Kırklareli,804,,,,,,,,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/kirklareli-luleburgaz-dogalgaz-santrali.html,,,,,,,,,,,,Turkey,,
1018777,Zorlu Enerji Kayseri Doğalgaz Santrali,Natural Gas,,CCGT,,163,,Zorlu Enerji,,Kayseri,,,,,,,,,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,,,,,Turkey,,
1018931,H Polatkan/Sanyar,Hydro,,Dam with Reservoir,,160,,,,,,,,,,,,,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/hidroelektrik/,,,,,,,,,,,,Turkey,,
1018778,Entek Doğalgaz Termik Santrali,Natural Gas,,CCGT,,157,,Koç Holding,,Kocaeli,,,,,,,,,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,,,,,Turkey,,
1018822,Geycek,Wind,,Onshore Wind,,150,2013-2014,,,Kirsehir Mucur,237,,,,,,,,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/geycek-ruzgar-santrali.html,,,,,,,,,,,,Turkey,,
1018781,Entek Bursa Doğalgaz Termik Santrali,Natural Gas,,CCGT,,143,,Koç Holding,,Bursa,,,,,,,,,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,,,,,Turkey,,
1018782,Aksa Akrilik Kimya Doğalgaz Termik Santrali,Natural Gas,,CCGT,,143,,Aksa Akrilik Kimya,,Yalova,,,,,,,,,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,,,,,Turkey,,
1018823,Balikesir,Wind,,Onshore Wind,,143,2009,,,"Balıkesir, Kepsut",375,,,,,,,,,,,,Enerji Atlasi,https://drive.google.com/file/d/0B47ZSAUzDND1cm8tN2lOVWR0eVU/view,,,,,,,,,,,,Turkey,,
1018783,Manisa OSB Kojenerasyon Santralı,Natural Gas,,CCGT,,140,,MOSB Enerji,,Manisa,,,,,,,,,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,,,,,Turkey,,
1018691,Asfaltit Copy,Fuel Oil,,,1,135,,,,,,,,,,,,,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/cesitli/,,,,,,,,,,,,Turkey,,
1018784,Enerjisa Adana Doğalgaz Santrali,Natural Gas,,CCGT,,131,,Enerjisa Elektrik,,Adana,,,,,,,,,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,,,,,Turkey,,
1018694,F.O.2011-2012,Fuel Oil,,,1,129.3,,,,,,,,,,,,,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/cesitli/,,,,,,,,,,,,Turkey,,
1018785,Çay DGKÇS,Natural Gas,,CCGT,,126,,Yıldızlar SSS Holding,,Afyonkarahisar,,,,,,,,,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,,,,,Turkey,,
