Power Plant ID,Name,Fuel,Secondary Fuel,Generator Technology,Units,Capacity (MW),Commissioning Date,Owner,Operational Status,Location,Annual Generation (GWh),Year of Data,Cooling Technology,Cooling Source,Fuel Consumption (g/kWh),CO2 Annual Reported,CO2 Specific Emissions (tCO2/MWh),Efficiency,Latitude,Longitude,Other,Source,URL,Source 2,URL 2,Peak Load (MW),Load Factor,Capacity Factor,Availability,Grid Connection (kV),Grid Balancing Area,Address,Municipality,Postal Code,Country,Natural Language,Geolocation Source
1022118,Tomis Team Dobrogea,Wind,,Onshore Wind,,347.5,2010,,,Tulcea/Constanţa,,,,,,,,,,,,European Investment Bank,http://www.eib.org/infocentre/press/releases/all/2010/2010-239-romania-eib-supports-construction-of-wind-farm-with-eur-200-million-loan.htm,,,,,,,,,,,,Romania,,
1022115,Orşova,Wind,,Onshore Wind,88x2.5,35,2009,,,Mehedinţi,,,,,,,,,,,,EV Wind,http://www.evwind.es/2010/03/22/romania-expects-to-see-its-wind-power-capacity-reach-545-mw-by-2010/4796,,,,,,,,,,,,Romania,,
1022110,EDP Peştera Wind Farm,Wind,,Onshore Wind,,90,2010, EDP Renováveis,,Constanţa,,,,,,,,,,,,IFC,http://ifcext.ifc.org/ifcext/spiwebsite1.nsf/ProjectDisplay/SPI_DP28891,,,,,,,,,,,,Romania,,
1022111,EDP Cernavodă Wind Farm,Wind,,Onshore Wind,,134,2010,EDP Renováveis,,Constanţa,,,,,,,,,,,,IFC,http://ifcext.ifc.org/ifcext/spiwebsite1.nsf/ProjectDisplay/SPI_DP28891,,,,,,,,,,,,Romania,,
1019102,TPP Galati,Natural Gas,,Sub-critical Thermal,,346,,,,,12.435,,,,,,,,45.436,27.9814,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,,,,,Romania,,GEODB
1019104,HPP Raul Mare,Hydro,,Dam with Reservoir,,335,1986,,,,271.915,,,,,,,,45.3391,22.7213,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,,,,,Romania,,GEODB
1019106,TPP Bucuresti Vest,Natural Gas,,Sub-critical Thermal,,298,,,,,378.123,,,,,,,,44.4233,25.979,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,,,,,Romania,,GEODB
1019107,TPP Bucuresti Sud,Natural Gas,,Sub-critical Thermal,,280,,,,,288.257,,,,,,,,44.4233,25.979,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,,,,,Romania,,GEODB
1019108,TPP Craiova,Lignite,,Sub-critical Thermal,,262,1988,,,,558.295,,,,,,,,44.345,23.8156,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,,,,,Romania,,GEODB
1019109,WPP Cogealac,Wind,,Onshore Wind,,246,,,,,,,,,,,,,44.59028,28.565278,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,,,,,Romania,,GEODB
1019111,TPP Brazi,Natural Gas,,CCGT,,220,2007,,,,100.698,,,,,,,,44.8802,25.9988,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,,,,,Romania,,GEODB
1019112,HPP Vidraru,Hydro Water Reservoir,,Dam with Reservoir,,219,,,,,,,,,,,,,45.3667,24.6307,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,,,,,Romania,,GEODB
1019113,HPP Mariselu,Hydro Water Reservoir,,Dam with Reservoir,,219,,,,,,,,,,,,,46.6679,23.059,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,,,,,Romania,,GEODB
1022112,Enel Agighiol,Wind,,Onshore Wind,,34,2011,ENEL GreenPower,,Tulcea,,,,,,,,,,,,Enel Green Power,https://www.enelgreenpower.com/en-GB/company/worldwide/romania/,,,,,,,,,,,,Romania,,
1022114,Moldova Noua,Wind,,Onshore Wind,,48,2011,ENEL GreenPower,,Caraş-Severin,,,,,,,,,,,,Enel Green Power,https://www.enelgreenpower.com/en-GB/company/worldwide/romania/,,,,,,,,,,,,Romania,,
1022117,Sălbatica II,Wind,,Onshore Wind,,70,2012,ENEL GreenPower,,Tulcea,,,,,,,,,,,,Enel Green Power,https://www.enelgreenpower.com/en-GB/company/worldwide/romania/,,,,,,,,,,,,Romania,,
1022120,Verbund Casimcea,Wind,,Onshore Wind,,225,2014,ENEL GreenPower,,Tulcea,,,,,,,,,,,,Enel Green Power,https://www.enelgreenpower.com/en-GB/company/worldwide/romania/,,,,,,,,,,,,Romania,,
1022121,Elcomex EOL,Wind,,Onshore Wind,,120,2012,ENEL GreenPower,,,,,,,,,,,,,,Enel Green Power,https://www.enelgreenpower.com/en-GB/company/worldwide/romania/,,,,,,,,,,,,Romania,,
1022122,Berceni,Solar,,PV,,19,2013,ENEL GreenPower,,,,,,,,,,,,,,Enel Green Power,https://www.enelgreenpower.com/en-GB/company/worldwide/romania/,,,,,,,,,,,,Romania,,
1022123,Targusor,Wind,,Onshore Wind,,60,2015,ENEL GreenPower,,,,,,,,,,,,,,Enel Green Power,https://www.enelgreenpower.com/en-GB/company/worldwide/romania/,,,,,,,,,,,,Romania,,
1022124,Gebelsis,Wind,,Onshore Wind,,27,2012,ENEL GreenPower,,,,,,,,,,,,,,Enel Green Power,https://www.enelgreenpower.com/en-GB/company/worldwide/romania/,,,,,,,,,,,,Romania,,
1022125,Colibaşi ,Solar,,PV,,10,2013,ENEL GreenPower,,,,,,,,,,,,,,Enel Green Power,https://www.enelgreenpower.com/en-GB/company/worldwide/romania/,,,,,,,,,,,,Romania,,
1022126,Podari,Solar,,PV,,10,2013,ENEL GreenPower,,,,,,,,,,,,,,Enel Green Power,https://www.enelgreenpower.com/en-GB/company/worldwide/romania/,,,,,,,,,,,,Romania,,
1022113,Enel Corugea,Wind,,Onshore Wind,,70,2013,ENEL GreenPower,,Tulcea,,,,,,,,,,,,Enel Green Power,https://www.enelgreenpower.com/en-GB/company/worldwide/romania/,,,,,,,,,,,,Romania,,
1019103,Fântânele,Wind,,Onshore Wind,,339,,,,,,,,,,,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,,,,,Romania,,
1019115,TPP Borzesti,Natural Gas,,Sub-critical Thermal,,194,,,,,,,,,,,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,,,,,Romania,,
1019117,WPP Stupina,Wind,,Onshore Wind,,177,,,,,,,,,,,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,,,,,,,Romania,,
