eic_p,eic_g,name_p,name_g,capacity_p,capacity_g,type_g,lat,lon,country,NUTS2,status_g,year_commissioned,year_decommissioned,water_type,cooling_type,water_withdrawal,water_consumption
26WIMPI-S18S2TRR,26WUUUSATRIANO28,"SATRIANO 2S",UP_SATRIANO_2,34,34,"Hydro Run-of-river and poundage",38.668,16.481,Italy,ITF6,COMMISSIONED,,,Freshwater,,,
26WIMPI-S18MRCR8,26WUUUUMERCURE1Q,MERCURE,UP_MERCURE_1,34,34,Biomass,41.89,12.498,Italy,ITI4,COMMISSIONED,,,Freshwater,"Air Cooling",1.70,0.13
26WIMPI-06840776,26WUSGTBOMASSA12,"S.Agata Biomassa",UP_SGTBOMASSA_1,23,23,Biomass,,,Italy,,COMMISSIONED,,,Freshwater,"Air Cooling",1.70,0.13
26WIMPI-S08CTRPG,26WUUCARPI-TUR2E,"CARPI TURBOGAS",UP_CARPI_TUR_2,0,87,"Fossil Gas",,,Italy,,DECOMMISSIONED,1980,2013,Freshwater,"Air Cooling",0.01,0.01
26WIMPI-S08CTRPG,26WUUCARPI-TUR1G,"CARPI TURBOGAS",UP_CARPI_TUR_1,0,87,"Fossil Gas",,,Italy,,DECOMMISSIONED,1980,2013,Freshwater,"Air Cooling",0.01,0.01
26WIMPI-0073522R,26WUNDRMDA45MW11,"ANDROMEDA 45 MW",UP_NDRMDA45MW_1,45,45,Solar,,,Italy,,COMMISSIONED,,,Freshwater,,0.00,0.00
26WIMPI-S07RCNTJ,26WCNTRLDRLTT49Q,"CENTRALE IDROELETTRICA DI CANATE",UP_CNTRLDRLTT_49,8,8,"Hydro Run-of-river and poundage",,,Italy,,COMMISSIONED,,,Freshwater,,,
26WIMPI-S04GRGNS,26WUUUUUGRIGNO1W,GRIGNO,UP_GRIGNO_1,14,14,"Hydro Run-of-river and poundage",46.017,11.631,Italy,ITH2,COMMISSIONED,,,Freshwater,,,
26WIMPI-S19CECEJ,26WUUUUCACCAMO1A,CACCAMO,UP_CACCAMO_1,14,14,"Wind Onshore",,,Italy,,COMMISSIONED,,,None,,0.00,0.00
26WIMPI-S08CENT6,26WUCNTRNRGFRR12,"CENTRO ENERGIA FERRARA",UP_CNTRNRGFRR_1,0,136,Other,,,Italy,,DECOMMISSIONED,1999,2015,Freshwater,"Air Cooling",0.10,0.10
26WIMPI-S02GRSSV,26WUUGRESSONEY17,GRESSONEY,UP_GRESSONEY_1,0,12,"Hydro Water Reservoir",45.78,7.825,Italy,ITC2,DECOMMISSIONED,,,Freshwater,,,
26WIMZI-S13SCNDR,,CELANO,NA,175,175,"Fossil Gas",42.046,13.547,Italy,ITF1,COMMISSIONED,,,Freshwater,"Air Cooling",0.01,0.01
26WIMPI-S05AGRD9,26WUUUUUAGORDO1W,AGORDO,UP_AGORDO_1,24,24,"Hydro Run-of-river and poundage",46.284,12.035,Italy,ITH3,COMMISSIONED,,,Freshwater,,,
26WIMPI-S16CDMNU,26WUSRGNPGLCNT1P,"SORGENIA PUGLIA CENTRALE DI MODUGNO",UP_SRGNPGLCNT_1,810,810,"Fossil Gas",41.085,16.786,Italy,ITF4,COMMISSIONED,2010,,Seawater,"Air Cooling",0.01,0.01
26WIMPI-S12FIRFK,26WUUUUFARFA-I17,"FARFA I",UP_FARFA_I_1,14,14,"Hydro Run-of-river and poundage",42.222,12.718,Italy,ITI4,COMMISSIONED,,,Freshwater,,,
26WIMPI-S03GCRD7,26WUUUUGORDONA1F,GORDONA,UP_GORDONA_1,14,14,"Hydro Run-of-river and poundage",46.291,9.366,Italy,ITC4,COMMISSIONED,,,Freshwater,,,
26WIMPIAMENTO-1T,26WTAGLIAMENTO1J,SOMPLAGO,UP_TAGLIAMENTO_1,220,220,"Hydro Run-of-river and poundage",46.343,13.067,Italy,ITH4,COMMISSIONED,,,Freshwater,,,
26WIMPI-S07CRSBI,26WUCRSBRZNSCA1S,CAROSO-BORZONASCA,UP_CRSBRZNSCA_1,9,9,"Hydro Water Reservoir",44.437,9.398,Italy,ITC3,COMMISSIONED,,,Freshwater,,,
26WIMPI-S01LMEIK,26WUUUUUULEMIE16,LEMIE,UP_LEMIE_1,22,22,"Hydro Run-of-river and poundage",45.228,7.293,Italy,ITC1,COMMISSIONED,,,Freshwater,,,
26WIMPI-S14MCCH1,26WUUMACCHIAVF1H,"MACCHIA VF",UP_MACCHIAVF_1,10,10,"Wind Onshore",,,Italy,,COMMISSIONED,,,None,,0.00,0.00
26WIMPI-0604444G,26WURMNRZNPRMR1R,REMUNERAZIONE_PRIMARIA,UP_RMNRZNPRMR_1,0,60,"Fossil Gas",,,Italy,,DECOMMISSIONED,,,Freshwater,"Air Cooling",0.01,0.01
26WIMPI-S16T2RO9,26WUUUUUTROIA22Z,TROIA2,UP_TROIA2_2,15,15,"Wind Onshore",,,Italy,,COMMISSIONED,,,None,,0.00,0.00
26WIMPI-S20NTLV1,26WUNULVITERGU1Z,"NULVI TERGU",UP_NULVITERGU_1,29,29,"Wind Onshore",,,Italy,,COMMISSIONED,,,None,,0.00,0.00
26WIMPI-S08EFNP0,26WUSCTNPWPFRR28,"S.E.F. SRL",UP_SCTNPWPFRR_2,700,350,"Fossil Gas",44.85,11.583,Italy,ITH5,COMMISSIONED,2006,,Freshwater,"Air Cooling",0.01,0.01
26WIMPI-S08EFNP0,26WUSCTNPWPFRR36,"S.E.F. SRL",UP_SCTNPWPFRR_3,700,350,"Fossil Gas",44.85,11.583,Italy,ITH5,COMMISSIONED,2007,,Freshwater,"Air Cooling",0.01,0.01
26WIMPI-S01VRZAE,26WUUUUUUVARZO1M,"VARZO CAIRASCA",UP_VARZO_1,16,16,"Hydro Run-of-river and poundage",46.209,8.253,Italy,ITC1,COMMISSIONED,,,Freshwater,,,
26WIMPI-S04MRLNK,26WUUMARLENG-M1Q,MARLENGO,UP_MARLENG.M_1,38,38,"Hydro Run-of-river and poundage",46.657,11.126,Italy,ITH1,COMMISSIONED,,,Freshwater,,,
26WIMPI-S03CLTCO,26WUULAMARMORA16,LAMARMORA,UP_LAMARMORA_1,117,117,Other,45.516,10.212,Italy,ITC4,COMMISSIONED,,,Freshwater,"Air Cooling",0.10,0.10
26WIMPI-0604578W,26WUUHPRILPE021Y,Hprilpe02,UP_HPRILPE02_1,0,12,"Hydro Run-of-river and poundage",,,Italy,,DECOMMISSIONED,,,Freshwater,,,
26WIMPI-0580565K,26WUFRRRRANOVA1E,"Ferrara Aranova",UP_FRRRRANOVA_1,12,12,Solar,44.827,11.577,Italy,ITH5,COMMISSIONED,,,Freshwater,,0.00,0.00
26WIMPI-S01ENRBQ,26WUUENERBIELL1T,ENERBIELLA,UP_ENERBIELL_1,0,21,"Fossil Gas",,,Italy,,DECOMMISSIONED,,,Freshwater,"Air Cooling",0.01,0.01
26WIMPI-S04ALAAF,26WUUUUUUUUALA1I,ALA,UP_ALA_1,38,38,"Hydro Run-of-river and poundage",45.763,11.005,Italy,ITH2,COMMISSIONED,,,Freshwater,,,
26WIMPI-S19MDENN,26WUMONTEDURRA1R,"MONTE DURRA",UP_MONTEDURRA_1,25,25,"Wind Onshore",,,Italy,,COMMISSIONED,,,None,,0.00,0.00
26WIMPI-S12FIRAU,26WUUUFARFA-II1B,"FARFA II",UP_FARFA_II_1,6,6,"Hydro Run-of-river and poundage",42.222,12.718,Italy,ITI4,COMMISSIONED,,,Freshwater,,,
26WIMPI-0304850Q,26WULCNTARASUD1E,"Alcantara Sud",UP_LCNTARASUD_1,23,23,"Wind Onshore",,,Italy,,COMMISSIONED,,,None,,0.00,0.00
26WIMPI-S20BSPWE,26WUBPWRSRDGNA12,"BIOPOWER SARDEGNA",UP_BPWRSRDGNA_1,36,36,Biomass,40.234,9.043,Italy,ITG2,COMMISSIONED,,,Freshwater,"Air Cooling",1.70,0.13
26WIMPI-0684906U,26WUUUUUUELCE214,ELCE2,UP_ELCE2_1,26,26,"Wind Onshore",,,Italy,,COMMISSIONED,,,None,,0.00,0.00
26WIMPI-0086935I,26WUPSCINAWIND1Y,"PESCINA WIND",UP_PSCINAWIND_1,16,16,"Wind Onshore",,,Italy,,COMMISSIONED,,,None,,0.00,0.00
26WIMPI-0304845J,26WULCLCRBRGSN1P,EolicoLucera-BorgoSanGiusto,UP_LCLCRBRGSN_1,26,26,"Wind Onshore",,,Italy,,COMMISSIONED,,,None,,0.00,0.00
26WIMPI-S16O1LV5,26WULIVOLA16MW19,"OLIVOLA 16MW",UP_LIVOLA16MW_1,16,16,"Wind Onshore",,,Italy,,COMMISSIONED,,,None,,0.00,0.00
26WIMPI-S15CASTI,26WUCSTLNVDCNZ1Z,"CASTELNUOVO DI CONZA",UP_CSTLNVDCNZ_1,10,10,"Wind Onshore",,,Italy,,COMMISSIONED,,,None,,0.00,0.00
26WIMPI-R16CRSTQ,26WUFRANCIOSA21X,FRANCIOSA2,UP_FRANCIOSA2_1,11,11,"Wind Onshore",,,Italy,,COMMISSIONED,,,None,,0.00,0.00
26WIMPI-01417304,26WUPRCDSTALLA1E,"Parco di Stalla",UP_PRCDSTALLA_1,11,11,Solar,44.394,8.495,Italy,ITC3,COMMISSIONED,,,Freshwater,,0.00,0.00
26WIMPI-S12SCLLM,26WUUUSCALELLE18,SCALELLE,UP_SCALELLE_1,8,8,"Hydro Run-of-river and poundage",45.184,7.651,Italy,ITC1,COMMISSIONED,,,Freshwater,,,
26WIMPI-S05BTRGK,26WUUBORGO-TRE15,"BORGO TRENTO",UP_BORGO_TRE_1,29,29,"Fossil Gas",46.075,11.122,Italy,ITH2,COMMISSIONED,,,Freshwater,"Air Cooling",0.01,0.01
26WIMPI-0043227A,26WULLSVTTRDLL2Y,"EALL - S. Vittore del Lazio",UP_LLSVTTRDLL_2,39,14,Other,41.46,13.932,Italy,ITI4,COMMISSIONED,,,Freshwater,"Air Cooling",0.10,0.10
26WIMPI-0043227A,26WULLSVTTRDLL3W,"EALL - S. Vittore del Lazio",UP_LLSVTTRDLL_3,39,14,Other,41.46,13.932,Italy,ITI4,COMMISSIONED,,,Freshwater,"Air Cooling",0.10,0.10
26WIMPI-0043227A,26WULZSVTTRDLL1U,"EALL - S. Vittore del Lazio",UP_LLSVTTRDLL_1,39,11,Other,41.46,13.932,Italy,ITI4,COMMISSIONED,,,Freshwater,"Air Cooling",0.10,0.10
26WIMPI-S02CHMP4,26WUUCHAMPAGNE3P,CHAMPAGNE1,UP_CHAMPAGNE_3,11,11,"Hydro Run-of-river and poundage",45.702,7.208,Italy,ITC2,COMMISSIONED,,,Freshwater,,,
26WIMPI-0364301N,26WUSNTLBERTO212,"SantAlberto 2",UP_SNTLBERTO2_1,24,24,Solar,44.53,12.155,Italy,ITH5,COMMISSIONED,,,Freshwater,,0.00,0.00
26WIMPI-0410150O,26WUMPNTLCSMBC1P,"Impianto Eolico Sambuco",UP_MPNTLCSMBC_1,20,20,"Wind Onshore",,,Italy,,COMMISSIONED,,,None,,0.00,0.00
26WIMPI-01128175,26WUSNNRGYPRTN1Q,"Sun Energy and Partners",UP_SNNRGYPRTN_1,24,24,Solar,43.374,12.258,Italy,ITI2,COMMISSIONED,,,Freshwater,,0.00,0.00
26WIMPI-0817510V,26WUCSSINOMETA1Y,CASSINO-META,UP_CSSINOMETA_1,41,41,"Fossil Gas",40.648,14.409,Italy,ITF3,COMMISSIONED,,,Freshwater,"Air Cooling",0.01,0.01
26WIMPI-S03MSNA5,26WUUUUUMASINO1X,MASINO,UP_MASINO_1,7,7,"Hydro Run-of-river and poundage",46.243,9.655,Italy,ITC4,COMMISSIONED,,,Freshwater,,,
26WIMPI-S19GRRTK,26WUGIARRATANA14,GIARRATANA,UP_GIARRATANA_1,45,45,"Wind Onshore",,,Italy,,COMMISSIONED,,,None,,0.00,0.00
26WIMPI-0304843N,26WULCNTRANORD1P,"Alcantara Nord",UP_LCNTRANORD_1,23,23,"Wind Onshore",,,Italy,,COMMISSIONED,,,None,,0.00,0.00
26WIMPI-0206435Z,26WUFRRRFCMRT218,"Ferrara Focomorto 2",UP_FRRRFCMRT2_1,10,10,Solar,44.833,11.679,Italy,ITH5,COMMISSIONED,,,Freshwater,,0.00,0.00
26WIMPI-0675918O,26WUSZGVNNWNDF1F,"San Giovanni Wind Farm",UP_SNGVNNWNDF_1,20,20,"Wind Onshore",,,Italy,,COMMISSIONED,,,None,,0.00,0.00
26WIMPI-S05STNGL,26WUUUUUSTANGA15,"LA STANGA",UP_STANGA_1,29,29,"Hydro Run-of-river and poundage",46.212,12.129,Italy,ITH3,COMMISSIONED,,,Freshwater,,,
26WIMPI-S19PCRLE,26WUUUPRIOLO-C13,"PRIOLO C.LE",UP_PRIOLO_C_1,744,372,"Fossil Gas",37.139,15.216,Italy,ITG1,COMMISSIONED,2002,,Seawater,Once-through,43.07,0.38
26WIMPI-S19PCRLE,26WUUUPRIOLO-C21,"PRIOLO C.LE",UP_PRIOLO_C_2,744,372,"Fossil Gas",37.139,15.216,Italy,ITG1,COMMISSIONED,2003,,Seawater,Once-through,43.07,0.38
26WIMPI-S18MRCLK,26WUMRCLLINARA1R,MARCELLINARA,UP_MRCLLINARA_1,12,12,"Wind Onshore",,,Italy,,COMMISSIONED,,,None,,0.00,0.00
26WIMPI-S09PNCC3,26WUUUPIANACCE11,PIANACCE,UP_PIANACCE_1,18,18,Geothermal,43.165,10.616,Italy,ITI1,COMMISSIONED,1987,,Freshwater,"Natural Draught Tower",0.06,0.06
26WIMPI-S11PRRTN,26WUUPORTA-ROM1S,"ASCOLI PORTA ROMANA",UP_PORTA_ROM_1,16,16,"Hydro Run-of-river and poundage",42.854,13.562,Italy,ITI3,COMMISSIONED,,,Freshwater,,,
26WIMPINAGRTT-1O,26WUTROINAGRTT14,TROINA,UP_TROINAGRTT_1,24,24,"Hydro Water Reservoir",37.829,14.575,Italy,ITG1,COMMISSIONED,,,Freshwater,,,
26WIMPI-S01MNRFF,26WUUMIRAFIORI1S,"MIRAFIORI NORD",UP_MIRAFIORI_1,19,19,Other,45.042,7.627,Italy,ITC1,COMMISSIONED,,,Freshwater,"Air Cooling",0.10,0.10
26WIMPI-S20ESNC8,26WUUUS20ESNC01Q,"POLIMERI EUROPA",UPN_S20ESNC_01,8,52,"Fossil Oil",,,Italy,,DECOMMISSIONED,,,Freshwater,"Air Cooling",0.10,0.10
26WIMPI-S20ESNC8,26WUPLMREUROPA1B,"POLIMERI EUROPA",UP_PLMREUROPA_1,8,8,"Fossil Oil",,,Italy,,COMMISSIONED,,,Freshwater,"Air Cooling",0.10,0.10
26WIMPI-S05MCPLT,26WUUM--CIAPEL11,"MALGA CIAPELA",UP_M._CIAPEL_1,20,20,"Hydro Water Reservoir",46.427,11.912,Italy,ITH3,COMMISSIONED,,,Freshwater,,,
26WIMPI-0460320W,26WUCNTRLLTTRC7J,"Centrale Elettrica Manfredonia Paglia",UP_CNTRLLTTRC_7,14,14,Other,41.631,15.917,Italy,ITF4,COMMISSIONED,,,Freshwater,"Air Cooling",0.10,0.10
26WIMPI-S15IESIV,26WUUSAVIGNANO1A,SAVIGNANO,UP_SAVIGNANO_1,77,77,"Wind Onshore",,,Italy,,COMMISSIONED,,,None,,0.00,0.00
26WIMPI-S16CEPNH,26WUCLLCPTRMNT17,"C.LE EOLICA PIETRAMONTECORVINO",UP_CLLCPTRMNT_1,17,17,"Wind Onshore",,,Italy,,COMMISSIONED,,,None,,0.00,0.00
26WIMPI-S16BTRAJ,26WUUUUBARI-TE19,BARI,UP_BARI_TE_1,0,64,Other,,,Italy,,DECOMMISSIONED,1958,2013,Freshwater,"Air Cooling",0.10,0.10
26WIMPI-S16BTRAJ,26WUUUUBARI-TE35,BARI,UP_BARI_TE_3,0,64,Other,,,Italy,,DECOMMISSIONED,1959,2013,Freshwater,"Air Cooling",0.10,0.10
26WIMPI-S16BTRAJ,26WUUUUBARI-TE27,BARI,UP_BARI_TE_2,0,88,Other,,,Italy,,DECOMMISSIONED,1959,2013,Freshwater,"Air Cooling",0.10,0.10
26WIMPI-S09RSNOR,26WUUUUUUROSEN1B,ROSEN,UP_ROSEN_1,325,325,"Fossil Gas",43.367,10.45,Italy,ITI1,COMMISSIONED,2007,,Seawater,"Mechanical Draught Tower",0.96,0.78
26WIMPI-S03VEGHN,26WUUUUVOGHERA14,VOGHERA,UP_VOGHERA_1,381,381,"Fossil Gas",45.029,8.973,Italy,ITC4,COMMISSIONED,2005,,Freshwater,"Air Cooling",0.01,0.01
26WIMPI-S09PTMBP,26WUUUPIOMBINO18,"PIOMBINO TERMICA",UP_PIOMBINO_1,0,301,"Fossil Oil",,,Italy,,DECOMMISSIONED,,2017,Freshwater,"Air Cooling",0.10,0.10
26WIMPI-S09PTMBP,26WUUUPIOMBINO26,"PIOMBINO TERMICA",UP_PIOMBINO_2,0,301,"Fossil Oil",,,Italy,,DECOMMISSIONED,,2017,Freshwater,"Air Cooling",0.10,0.10
26WIMPI-S09PTMBP,26WUUUPIOMBINO34,"PIOMBINO TERMICA",UP_PIOMBINO_3,0,299,"Fossil Oil",,,Italy,,DECOMMISSIONED,,2017,Freshwater,"Air Cooling",0.10,0.10
26WIMPI-S09PTMBP,26WUUUPIOMBINO42,"PIOMBINO TERMICA",UP_PIOMBINO_4,0,301,"Fossil Oil",,,Italy,,DECOMMISSIONED,,2017,Freshwater,"Air Cooling",0.10,0.10
26WIMPI-0686464Q,26WUULACEDONIA16,Lacedonia,UP_LACEDONIA_1,14,14,"Wind Onshore",,,Italy,,COMMISSIONED,,,None,,0.00,0.00
26WIMPI-S18M1CN9,26WUUZMUCONE1S1I,"MUCONE 1S",UP_MUCONE_1S_1,101,101,"Hydro Water Reservoir",39.493,16.384,Italy,ITF6,COMMISSIONED,,,Freshwater,,,
26WIMPI-01473496,26WUPSCUSOEOLO1Q,"Impianto eolico di Portoscuso",UP_PSCUSOEOLO_1,90,90,"Wind Onshore",,,Italy,,COMMISSIONED,,,None,,0.00,0.00
26WIMPI-S03EMC43,26WUNPWRMNTOVA2N,"ENIPOWER MANTOVA",UP_NPWRMNTOVA_2,745,375,"Fossil Gas",45.167,10.8,Italy,ITC4,COMMISSIONED,2005,,Freshwater,Once-through,43.07,0.38
26WIMPI-S03EMC43,26WUNPWRMNTOVA1P,"ENIPOWER MANTOVA",UP_NPWRMNTOVA_1,745,15,Other,45.167,10.8,Italy,ITC4,COMMISSIONED,,,Freshwater,Once-through,132.48,0.91
26WIMPI-S03EMC43,26WUNPWRMNTOVA3L,"ENIPOWER MANTOVA",UP_NPWRMNTOVA_3,745,375,"Fossil Gas",45.167,10.8,Italy,ITC4,COMMISSIONED,2005,,Freshwater,"Air Cooling",0.01,0.01
26WIMPI-S12PFNT3,26WUUPONTE-FEL1S,"PONTE FELICE",UP_PONTE_FEL_1,23,23,"Hydro Run-of-river and poundage",43.588,13.319,Italy,ITI3,COMMISSIONED,,,Freshwater,,,
26WIMPI-S15IFVP4,26WUUIVPC-FOIA1N,"IVPC FOIANO",UP_IVPC_FOIA_1,54,54,"Wind Onshore",,,Italy,,COMMISSIONED,,,None,,0.00,0.00
26WIMPI-S17VIBGU,26WUUUUUVAGLIO3Y,VAGLIO,UP_VAGLIO_3,12,12,"Wind Onshore",,,Italy,,COMMISSIONED,,,None,,0.00,0.00
26WIMPI-S04SRNT9,26WUUSARENTINO1R,SARENTINO,UP_SARENTINO_1,20,20,"Hydro Run-of-river and poundage",46.641,11.354,Italy,ITH1,COMMISSIONED,,,Freshwater,,,
26WIMPI-S19CCNR5,26WUCZTRDCOLLA1F,"CONTRADA COLLA",UP_CNTRDCOLLA_1,0,20,"Wind Onshore",,,Italy,,DECOMMISSIONED,,,None,,0.00,0.00
26WIMPI-S02CHMGM,26WUUCHAMPAGNE4N,CHAMPAGNE2,UP_CHAMPAGNE_4,29,29,"Hydro Run-of-river and poundage",45.702,7.208,Italy,ITC2,COMMISSIONED,,,Freshwater,,,
26WIMPI-S15ICDVL,26WUUZASALBORE15,"I COLORI DEL VENTO",UP_CASALBORE_1,15,15,"Wind Onshore",,,Italy,,COMMISSIONED,,,None,,0.00,0.00
26WIMPI-M04CMGIF,26WUCMGMRANDIN1W,"CIMEGO 2-MURANDIN",UP_CMGMRANDIN_1,9,9,"Hydro Run-of-river and poundage",,,Italy,,COMMISSIONED,,,Freshwater,,,
26WIMPI-S12TRRLD,26WUUTORREVALN2K,TORREVAL.NORD,UP_TORREVALN_2,1845,615,"Fossil Hard coal",42.128,11.758,Italy,ITI4,COMMISSIONED,2009,,Seawater,Once-through,85.50,0.39
26WIMPI-S12TRRLD,26WUUTORREVALN4G,TORREVAL.NORD,UP_TORREVALN_4,1845,615,"Fossil Hard coal",42.128,11.758,Italy,ITI4,COMMISSIONED,2010,,Seawater,Once-through,85.50,0.39
26WIMPI-S12TRRLD,26WUUTORREVALN3I,TORREVAL.NORD,UP_TORREVALN_3,1845,615,"Fossil Hard coal",42.128,11.758,Italy,ITI4,COMMISSIONED,2010,,Seawater,Once-through,85.50,0.39
26WIMPI-S01SNFRY,26WUUUSANFRONT13,SANFRONT,UP_SANFRONT_1,14,14,"Hydro Run-of-river and poundage",44.649,7.318,Italy,ITC1,COMMISSIONED,,,Freshwater,,,
26WIMPI-0403629N,26WUUUUBONORVA1C,Bonorva,UP_BONORVA_1,74,74,"Wind Onshore",,,Italy,,COMMISSIONED,,,None,,0.00,0.00
26WIMPI-S19TCRPN,26WUUTRAPANI-C2K,"TRAPANI C.LE",UP_TRAPANI_C_2,212,106,"Fossil Gas",38,12.567,Italy,ITG1,COMMISSIONED,,,Freshwater,"Air Cooling",0.01,0.01
26WIMPI-S19TCRPN,26WUUTRAPANI-C1M,"TRAPANI C.LE",UP_TRAPANI_C_1,212,106,"Fossil Gas",38,12.567,Italy,ITG1,COMMISSIONED,,,Freshwater,"Air Cooling",0.01,0.01
26WIMPI-S09NSVSF,26WUUNUOVA-SAS1Y,"NUOVA SASSO",UP_NUOVA_SAS_1,17,17,Geothermal,45.078,7.716,Italy,ITC1,COMMISSIONED,,,Freshwater,"Natural Draught Tower",0.06,0.06
26WIMPI-S03ACMSM,26WUUCTE-DEL-M2E,"CTE DEL MINCIO",UP_CTE_DEL_M_2,400,400,"Fossil Gas",45.399,10.715,Italy,ITC4,COMMISSIONED,1983,,Freshwater,"Air Cooling",0.01,0.01
26WIMPI-S19CCNT1,26WUUCONTRASTO1S,"CONTRASTO C.LE",UP_CONTRASTO_1,35,35,"Hydro Run-of-river and poundage",,,Italy,,COMMISSIONED,,,Freshwater,,,
26WIMPI-S16ORDNF,26WURDNVLLSCDL1V,"ORDONA VALLE SCODELLA",UP_RDNVLLSCDL_1,34,34,"Wind Onshore",,,Italy,,COMMISSIONED,,,None,,0.00,0.00
26WIMPI-S19APGPP,26WUCTNUCENORD3P,"CTE NUCE NORD",UP_CTNUCENORD_3,480,240,"Fossil Gas",37.179,15.182,Italy,ITG1,COMMISSIONED,,,Seawater,Once-through,43.07,0.38
26WIMPI-S19APGPP,26WUCTNUCENORD2R,"CTE NUCE NORD",UP_CTNUCENORD_2,480,240,"Fossil Gas",37.179,15.182,Italy,ITG1,COMMISSIONED,,,Seawater,Once-through,43.07,0.38
26WIMPI-S19APGPP,26WUCTNUCENORD1T,"CTE NUCE NORD",UP_CTNUCENORD_1,480,410,"Fossil Gas",37.179,15.182,Italy,ITG1,COMMISSIONED,2010,,Seawater,Once-through,43.07,0.38
26WIMPI-S08DCSTV,26WUDSTRCGNRZN1F,"DISTER COGENERAZIONE",UP_DSTRCGNRZN_1,34,34,Other,,,Italy,,COMMISSIONED,,,Freshwater,"Air Cooling",0.10,0.10
26WIMPI-S16CDDT8,26WUPRCLCCSTLN12,"PARCO EOLICO CASTELNUOVO DELLA DAUNIA",UP_PRCLCCSTLN_1,12,12,"Wind Onshore",,,Italy,,COMMISSIONED,,,None,,0.00,0.00
26WIMPI-S01TLSSX,26WUUUTELESSIO1Q,TELESSIO,UP_TELESSIO_1,35,35,"Hydro Pumped Storage",45.484,7.373,Italy,ITC1,COMMISSIONED,,,Freshwater,,,
26WIMPI-S18PELCB,26WUPRCOEOLICO15,"PE LE CANNELLA",UP_PRCOEOLICO_1,96,96,"Wind Onshore",,,Italy,,COMMISSIONED,,,None,,0.00,0.00
26WIMPI-S03RDLMM,26WUUREA-DALMI1I,"REA DALMINE",UP_REA_DALMI_1,15,15,Waste,45.634,9.608,Italy,ITC4,COMMISSIONED,,,Freshwater,"Air Cooling",1.70,0.13
26WIMPI-S03GCRV8,26WUUGRAVEDONA1T,GRAVEDONA,UP_GRAVEDONA_1,14,14,"Hydro Run-of-river and poundage",46.149,9.309,Italy,ITC4,COMMISSIONED,,,Freshwater,,,
26WIMPI-0601951E,26WUPPLMBNTLNT1C,"PAI - Polo Ambientale Integrato",UP_PPLMBNTLNT_1,15,15,Other,,,Italy,,COMMISSIONED,,,Freshwater,"Air Cooling",0.10,0.10
26WIMPI-0693963H,26WUUGIRIFALCO1O,GIRIFALCO,UP_GIRIFALCO_1,14,14,Solar,38.824,16.421,Italy,ITF6,COMMISSIONED,,,Freshwater,,0.00,0.00
26WIMPI-S03CRVER,26WUUUUUUCREVA1S,CREVA,UP_CREVA_1,11,11,"Hydro Run-of-river and poundage",45.995,8.757,Italy,ITC4,COMMISSIONED,,,Freshwater,,,
26WIMPI-S04RVRTN,26WUCNTRLCGNRZ7A,"CENTRALE COGENERAZIONE Z.I.",UP_CNTRLCGNRZ_7,14,14,Other,,,Italy,,COMMISSIONED,,,Freshwater,"Air Cooling",0.10,0.10
26WIMPI-S04RVRTN,26WUUUS04RVRT010,"CENTRALE COGENERAZIONE Z.I.",UPN_S04RVRT_01,14,16,Other,,,Italy,,DECOMMISSIONED,,,Freshwater,"Air Cooling",0.10,0.10
26WIMPI-S20NMGRF,26WUUUUUUNURRI18,NURRI,UP_NURRI_1,22,22,"Wind Onshore",,,Italy,,COMMISSIONED,,,None,,0.00,0.00
26WIMPITOADDA-1T,26WUUUALTOADDA15,VENINA,UP_ALTOADDA_1,327,327,"Hydro Run-of-river and poundage",46.16,9.94,Italy,ITH3,COMMISSIONED,,,Freshwater,,,
26WIMPI-S03PSCI7,26WUUUUUPAISCO1Q,PAISCO,UP_PAISCO_1,7,7,"Hydro Run-of-river and poundage",46.067,10.233,Italy,ITC4,COMMISSIONED,,,Freshwater,,,
26WIMPI-S19SBCLB,26WUSCLFNBGNI216,"SCLAFANI BAGNI 2",UP_SCLFNBGNI2_1,0,13,"Wind Onshore",,,Italy,,DECOMMISSIONED,,,None,,0.00,0.00
26WIMPI-0604630J,26WUUUSSPC00181K,Sspc0018,UP_SSPC0018_1,0,12,"Wind Onshore",,,Italy,,DECOMMISSIONED,,,None,,0.00,0.00
26WIMPI-S05FTSNK,26WUUUFUSINA-T26,"FUSINA T.",UP_FUSINA_T_2,871,155,"Fossil Hard coal",45.431,12.246,Italy,ITH3,COMMISSIONED,1970,,Seawater,Once-through,137.59,0.95
26WIMPI-S05FTSNK,26WUUUFUSINA-T34,"FUSINA T.",UP_FUSINA_T_3,871,280,"Fossil Hard coal",45.431,12.246,Italy,ITH3,COMMISSIONED,1972,,Seawater,Once-through,137.59,0.95
26WIMPI-S05FTSNK,26WUUUFUSINA-T42,"FUSINA T.",UP_FUSINA_T_4,871,280,"Fossil Hard coal",45.431,12.246,Italy,ITH3,COMMISSIONED,1972,,Seawater,Once-through,137.59,0.95
26WIMPI-S05FTSNK,26WUUUUFUSINAT63,"FUSINA T.",UP_FUSINAT_6,871,11,Other,45.431,12.246,Italy,ITH3,COMMISSIONED,,,Seawater,Once-through,132.48,0.91
26WIMPI-S05FTSNK,26WUUUFUSINA-T18,"FUSINA T.",UP_FUSINA_T_1,871,145,"Fossil Hard coal",45.431,12.246,Italy,ITH3,COMMISSIONED,1970,,Seawater,Once-through,137.59,0.95
