gppd_id,name,dukes_name,repd_name,capacity,fuel,repd_id,geo_id,carma_id,repd_id2,owner,year_of_data,source,url,latitude,longitude,geolocation_source
GBR0004345,Boardinghouse Wind Farm,,Boardinghouse Wind Farm,10.3,Wind,4345,,,,Ecogen,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,52.5351,0.0606,UK Renewable Energy Planning Database
GBR0001736,Forest Heath Solar Farm,,Forest Heath Solar Farm,5.0,Solar,1736,,,,Munich RE,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,52.2794,0.3914,UK Renewable Energy Planning Database
GBR0001737,Abbey Farm,,Abbey Farm,9.0,Solar,1737,,,,Anesco,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,52.4193,-0.2366,UK Renewable Energy Planning Database
GBR0001735,Wroughton Airfield Solar Park,,Wroughton Airfield Solar Park,50.0,Solar,1735,,,,Rockfire Capital,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.5104,-1.8124,UK Renewable Energy Planning Database
GBR0001732,North Of Field Barn,,North Of Field Barn,1.0,Solar,1732,,,,Blenheim Farm,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,52.03,-1.4748,UK Renewable Energy Planning Database
GBR0001885,Desford Solar Farm,,Desford Solar Farm,5.0,Solar,1885,,,,Trina Solar,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,52.64,-1.2586,UK Renewable Energy Planning Database
GBR0001730,Bentley Estate 2,Bentley Estate 2,Bentley Motors Ltd 1,4.99608,Solar,1730,,,,Bentley Motor Cars Ltd,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,53.105,-2.4728,UK Renewable Energy Planning Database
GBR0001731,Northwick Estate (Extension),,Northwick Estate (Extension),2.2,Solar,1731,,,,Northwick Power Ltd,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,52.0196,-1.8032,UK Renewable Energy Planning Database
GBR0000601,Silent Valley Landfill Scheme,,Silent Valley Landfill Scheme,2.7,Waste,601,,,,NOVERA,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.7557,-3.1821,UK Renewable Energy Planning Database
GBR0000600,Wapsey's Wood II Landfill Site,,Wapsey's Wood II Landfill Site,1.0,Waste,600,,,,Leigh Environmental Ltd (Paul Blower 01753 888140),2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.5905,-0.5954,UK Renewable Energy Planning Database
GBR0000603,Withyhedge Generation Plant,,Withyhedge Generation Plant,2.4,Waste,603,,,,,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.8577,-4.9522,UK Renewable Energy Planning Database
GBR0000602,Briton Ferry,,Briton Ferry,2.0,Waste,602,,,,Neath Port Talbot Waste Management Co Ltd,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.6422,-3.831,UK Renewable Energy Planning Database
GBR0000605,Briton / Neath,,Briton / Neath,2.2,Waste,605,,,,Natural Power,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.6431,-3.8325,UK Renewable Energy Planning Database
GBR0000604,Tythegston Landfill Site,,Tythegston Landfill Site,1.2,Waste,604,,,,Renewable Power Generation Ltd,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.4964,-3.6566,UK Renewable Energy Planning Database
GBR0000607,Nant y Caws Landfill Site,,Nant y Caws Landfill Site,1.4,Waste,607,,,,NOVERA,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.8369,-4.2192,UK Renewable Energy Planning Database
GBR0000606,Lamby Way Landfill Site,,Lamby Way Landfill Site,4.0,Waste,606,,,,South Wales Power Ltd,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.4983,-3.1222,UK Renewable Energy Planning Database
GBR0000609,Deep Moor Gas to Energy,,Deep Moor Gas to Energy,2.0,Waste,609,,,,DEVON WASTE MANAGEMENT LTD,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.9722,-4.0994,UK Renewable Energy Planning Database
GBR0004544,Beck Burn (resubmission),,Beck Burn (resubmission),31.0,Wind,4544,,,,EDF Energy Renewables,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,55.0107,-3.0263,UK Renewable Energy Planning Database
GBR0000429,Innerhadden Burn Hydro,,Innerhadden Burn Hydro,1.4,Hydro,429,,,,Innerhadden Hydro Ltd,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,56.6302,-4.1868,UK Renewable Energy Planning Database
GBR0000428,River E,River E,River E Hydro Scheme,3.0,Hydro,428,,37552,,RWE npower,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,57.2135,-4.4506,UK Renewable Energy Planning Database
GBR0000421,Inverfarigaig,,Inverfarigaig,4.0,Hydro,421,,,,Green Power,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,57.2799,-4.455,UK Renewable Energy Planning Database
GBR0005140,Land Parcel North of Goddards,,Land Parcel North of Goddards,5.0,Solar,5140,,,,INRG Solar,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.977,-0.1684,UK Renewable Energy Planning Database
GBR0005143,Gravel Works  Wasing Estate,,Gravel Works  Wasing Estate,5.0,Solar,5143,,,,NESF (formerly INRG Solar),2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.3797,-1.1932,UK Renewable Energy Planning Database
GBR0005142,Lawrence End Park,Lawrence End Park,Ld At Lawrence End Park &  Dane Street,5.0,Solar,5142,,,,Lightsource Renewable Energy,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.8733,-0.3578,UK Renewable Energy Planning Database
GBR0000425,Douglas Water,Douglas Water,Douglas Water Hydro,3.0,Hydro,425,,11230,,RWE npower,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,56.2149,-5.1533,UK Renewable Energy Planning Database
GBR0000424,Kingairloch,Kingairloch,Kingairloch,3.5,Hydro,424,,22178,,Scottish and Southern Energy (SSE),2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,56.6214,-5.5289,UK Renewable Energy Planning Database
GBR0005147,Knolton Farmhouse Cheese Solar Farm,,Knolton Farmhouse Cheese Solar Farm,1.0,Solar,5147,,,,Pegasus Group,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,52.9588,-2.9559,UK Renewable Energy Planning Database
GBR0000426,Inverlael,Inverlael,Inverlael Hydro,2.5,Hydro,426,,19483,,RWE npower,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,57.8235,-5.0553,UK Renewable Energy Planning Database
GBR0002121,Trehawke Barton (Doddycross) Solar Farm,,Trehawke Barton (Doddycross) Solar Farm,9.1,Solar,2121,,,,KS SPV20 Ltd,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.4359,-4.3788,UK Renewable Energy Planning Database
GBR0004943,Land At Rymes Farm (Phase 2)/Grange Solar Farm,,Land At Rymes Farm (Phase 2)/Grange Solar Farm,6.8,Solar,4943,,,,Solar Century (TGC Renewables),2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.92,-2.3737,UK Renewable Energy Planning Database
GBR0004948,Trowle Common,,Trowle Common,5.0,Solar,4948,,,,Low Carbon,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.3265,-2.2331,UK Renewable Energy Planning Database
GBR0001080,Trefullock Solar Farm,,Trefullock Solar Farm,5.0,Solar,1080,,,,Bosch Solar Energy,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.3666,-4.9565,UK Renewable Energy Planning Database
GBR0001081,Lower Coombe Farm Solar,,Lower Coombe Farm Solar,1.0,Solar,1081,,,,Solar South West,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.8852,-2.8311,UK Renewable Energy Planning Database
GBR0001082,Durrants Farm Solar,,Durrants Farm Solar,4.5,Solar,1082,,,,Kronos Solar/Vogt Solar,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.7099,-1.3664,UK Renewable Energy Planning Database
GBR0001084,Dunsfold,Dunsfold,Dunsfold Park Solar Farm,2.00056,Solar,1084,,,,Dunsfold Park Ltd,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.1193,-0.5448,UK Renewable Energy Planning Database
GBR0001085,Alan Bartlett & Sons Solar,,Alan Bartlett & Sons Solar,1.2,Solar,1085,,,,Alan Bartlett & Sons,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,52.4511,0.0379,UK Renewable Energy Planning Database
GBR0001086,Tavells Lane Solar Farm,,Tavells Lane Solar Farm,5.3,Solar,1086,,,,Hive Energy,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.8941,-1.4585,UK Renewable Energy Planning Database
GBR0001088,LITTLE TREVEASE SOLAR PARK,,LITTLE TREVEASE SOLAR PARK,5.3,Solar,1088,,,,Mr David Jenkin,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.1421,-5.1935,UK Renewable Energy Planning Database
GBR0001089,Cobbs Cross Solar Park,,Cobbs Cross Solar Park,5.0,Solar,1089,,,,PS Renewables,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.1124,-3.0371,UK Renewable Energy Planning Database
GBR0005096,Southern Counties Shooting Ground Phase 1 (resubmission),,Southern Counties Shooting Ground Phase 1 (resubmission),9.0,Solar,5096,,,,British Solar Renewables / NextEenrgy Solar Fund (NESF),2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.8212,-2.5557,UK Renewable Energy Planning Database
GBR0001642,Carnemough Farm Solar Park,,Carnemough Farm Solar Park,7.0,Solar,1642,,,,Elgin Energy EsCo,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.3316,-4.9292,UK Renewable Energy Planning Database
GBR0005003,Whitemoor,,Whitemoor,18.0,Biomass,5003,,,,REG Bio-Power,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,53.8146,-0.9922,UK Renewable Energy Planning Database
GBR0001641,Treswarrow Solar Park,,Treswarrow Solar Park,6.5,Solar,1641,,,,Richard Jones,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.5679,-4.8498,UK Renewable Energy Planning Database
GBR0001646,Aller Court Farm Solar Park,,Aller Court Farm Solar Park,5.0,Solar,1646,,,,NESF (formerly British Solar Renewables),2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.0576,-2.8652,UK Renewable Energy Planning Database
GBR1000397,Shin,Shin,,18.6,Hydro,,,41122,,Scottish and Southern: Hydro Schemes - Shin,2017,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,57.9333,-4.4,CARMA
GBR0005523,North Tenement,,North Tenement,5.0,Solar,5523,,,,North Tenement Solar Farm Limited,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.7771,-4.9882,UK Renewable Energy Planning Database
GBR0001648,Derriton Fields Solar Farm,,Derriton Fields Solar Farm,11.8,Solar,1648,,,,Sunsave 12 (Derriton Fields) Limited./ Vogt solar,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.8026,-4.3678,UK Renewable Energy Planning Database
GBR0001649,Cleave Farm,Cleave Farm,Cleave Farm Solar Park,4.56435,Solar,1649,,,,Lightsource Renewable Energy,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.0039,-4.1408,UK Renewable Energy Planning Database
GBR0005527,Common Farm,Common Farm,Common Farm,4.99,Solar,5527,,,,Public Power Solutions/ Swindon Borough Council,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.5353,-1.8036,UK Renewable Energy Planning Database
GBR1000394,Glenmoriston,Glenmoriston,,37.0,Hydro,,,15280,,Scottish and Southern: Hydro Schemes - Great Glen,2017,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,57.1971,-4.8694,CARMA
GBR0005525,Land at Wreay,,Land at Wreay,5.0,Solar,5525,,,,Anesco,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,54.8195,-2.8971,UK Renewable Energy Planning Database
GBR0005524,Cwrt Henllys,Cwrt Henllys,Cwrt Henllys Farm,4.99252,Solar,5524,,,,Lightsource Renewable Energy,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.6214,-3.0794,UK Renewable Energy Planning Database
GBR0002211,Pitchford,,Pitchford,10.2,Solar,2211,,,,Lightsource Renewable Energy,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,52.6223,-2.7131,UK Renewable Energy Planning Database
GBR0001062,Chittering,Chittering,Chittering Solar Farm Extension,4.9934,Solar,1062,,,,Abbey Properties Cambs,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,52.3152,0.2177,UK Renewable Energy Planning Database
GBR0001060,Trigon Solar Farm,,Trigon Solar Farm,7.0,Solar,1060,,,,Trigon Solar Farm Ltd,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.7108,-2.1739,UK Renewable Energy Planning Database
GBR0005668,Austrey House Farm,,Austrey House Farm,1.5,Biomass,5668,,,,William Corbett Farms,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,52.6438,-1.558,UK Renewable Energy Planning Database
GBR0001067,Higher Trevartha Farm,,Higher Trevartha Farm,3.0,Solar,1067,,,,Smarter Energy Solutions Ltd,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.4517,-4.4281,UK Renewable Energy Planning Database
GBR0001064,Tredinnick Fields,,Tredinnick Fields,5.8,Solar,1064,,,,Kronos Solar,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.4067,-4.7582,UK Renewable Energy Planning Database
GBR0001065,Summercourt Solar Farm (Glebe Farm),,Summercourt Solar Farm (Glebe Farm),1.1,Solar,1065,,,,Solar Securities Group Ltd,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.3734,-4.9579,UK Renewable Energy Planning Database
GBR2000383,Burton Pedwardine Solar Farm Phase 2,Burton Pedwardine Solar Farm Phase 2,,4.23984,Solar,,,,,,None,,,None,None,
GBR0001394,Rodbourne Rail Farm - Solar Park,,Rodbourne Rail Farm - Solar Park,7.6,Solar,1394,,,,British Solar Renewables,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.5612,-2.0994,UK Renewable Energy Planning Database
GBR0001467,Marley Thatch Solar Farm,,Marley Thatch Solar Farm,6.3,Solar,1467,,,,TGC Renewables,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.4248,-3.8093,UK Renewable Energy Planning Database
GBR0001464,Kentishes Solar Farm,,Kentishes Solar Farm,5.0,Solar,1464,,,,Push Energy/ NextEnergy Solar Fund,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.9059,0.6024,UK Renewable Energy Planning Database
GBR0001390,Aldi Distribution Centre - Neston,,Aldi Distribution Centre - Neston,1.2,Solar,1390,,,,Aldi,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,53.2894,-3.0322,UK Renewable Energy Planning Database
GBR0001463,Langenhoe Solar Farm,,Langenhoe Solar Farm,21.3,Solar,1463,,,,NextEnergy Solar Fund,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.8141,0.9368,UK Renewable Energy Planning Database
GBR0001468,Newlands Farm (East Devon),,Newlands Farm (East Devon),5.0,Solar,1468,,,,TGC Renewables,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.7726,-2.951,UK Renewable Energy Planning Database
GBR0006314,DPD Distribution Centre,,DPD Distribution Centre,1.0,Solar,6314,,,,DPD,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,52.5068,-2.009,UK Renewable Energy Planning Database
GBR0006388,Ferneylea Farm,,Ferneylea Farm,1.5,Wind,6388,,,,John McGregor/CBK Galbraith,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,55.9148,-2.4178,UK Renewable Energy Planning Database
GBR1000146,West Burton GT,West Burton GT,,40.0,Gas,,44588,,,EDF Energy,2017,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,53.3631,-0.7976,GEODB
GBR0001269,Oakham,Oakham,Oakham Farm,4.639,Solar,1269,,,,Anesco/Parklands Solar,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.5458,-2.5796,UK Renewable Energy Planning Database
GBR1000001,Ballylumford C,Ballylumford C,,616.0,Gas,,2233,,,AES,2017,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,54.8428,-5.7853,GEODB
GBR1000051,Llyn Alaw,Llyn Alaw,,20.4,Wind,,,25538,,Beaufort Wind Ltd,2017,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,53.3534,-4.4379,CARMA
GBR1000053,Hartlepool,Hartlepool,,1180.0,Nuclear,,3491,,,British Energy (now part of EDF),2017,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,54.6341,-1.1801,GEODB
GBR1000052,Dungeness B,Dungeness B,,1050.0,Nuclear,,2985,,,British Energy (now part of EDF),2017,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,50.9133,0.964,GEODB
GBR1000055,Heysham 2,Heysham 2,,1230.0,Nuclear,,3533,,,British Energy (now part of EDF),2017,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,54.0285,-2.916,GEODB
GBR1000054,Heysham 1,Heysham 1,,1155.0,Nuclear,,3533,,,British Energy (now part of EDF),2017,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,54.0285,-2.916,GEODB
GBR1000057,Hunterston B,Hunterston B,,965.0,Nuclear,,3615,,,British Energy (now part of EDF),2017,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,55.7204,-4.8964,GEODB
GBR1000056,Hinkley Point B,Hinkley Point B,,955.0,Nuclear,,3556,,,British Energy (now part of EDF),2017,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,51.2085,-3.1334,GEODB
GBR1000059,Torness,Torness,,1185.0,Nuclear,,5748,,,British Energy (now part of EDF),2017,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,55.9679,-2.4086,GEODB
GBR1000058,Sizewell B,Sizewell B,,1198.0,Nuclear,,5425,,,British Energy (now part of EDF),2017,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,52.2145,1.6206,GEODB
GBR0004647,Fraisthorpe Wind Farm,,Fraisthorpe Wind Farm,29.7,Wind,4647,,,,Octopus Investments,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,54.0479,-0.2307,UK Renewable Energy Planning Database
GBR0002286,Hendre Fawr Farm,,Hendre Fawr Farm,11.6,Solar,2286,,,,INRG Solar,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.7409,-3.5913,UK Renewable Energy Planning Database
GBR0002285,Norrington,Norrington,Norrington Common Solar Farm,11.145,Solar,2285,,,,Terraform Power (SunEdison),2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.3833,-2.1701,UK Renewable Energy Planning Database
GBR0002284,Langley Priory Solar Farm,Langley Priory Solar Farm,Priory Farm,2.024,Solar,2284,,,,Mr Stephen Hayward,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,52.4485,1.6747,UK Renewable Energy Planning Database
GBR0002283,Welbeck Colliery,,Welbeck Colliery,9.6,Solar,2283,,,,Re-Fin Solar Limited,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,53.2239,-1.1377,UK Renewable Energy Planning Database
GBR0002282,Chapel Lane Parley Solar Farm Phase 1,,Chapel Lane Parley Solar Farm Phase 1,20.0,Solar,2282,,,,Solar Power Generation Limited,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.7918,-1.8612,UK Renewable Energy Planning Database
GBR0002281,Parham Airfield (Great Glenham),,Parham Airfield (Great Glenham),17.5,Solar,2281,,,,AG Renewables Ltd,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,52.1965,1.4101,UK Renewable Energy Planning Database
GBR0002280,Hunters Race Solar Park,,Hunters Race Solar Park,9.3,Solar,2280,,,,Aardvark Environment Matters,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.8621,-0.7927,UK Renewable Energy Planning Database
GBR0002288,Northmoor,,Northmoor,5.0,Solar,2288,,,,Lightsource Renewable Energy,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.751,-4.4506,UK Renewable Energy Planning Database
GBR0002041,Morton Wood Farm,,Morton Wood Farm,4.8,Solar,2041,,,,Sun & Soil,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,52.1813,-1.9568,UK Renewable Energy Planning Database
GBR0002040,Moorhouse Lane - resubmission,,Moorhouse Lane - resubmission,1.8,Solar,2040,,,,Orta Solar Ltd,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.5149,-2.6576,UK Renewable Energy Planning Database
GBR0002515,Race Bank (Phase 1),,Race Bank (Phase 1),286.5,Wind,2515,,,,Orsted (formerly Dong Energy)/ Macquarie Group,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,53.136,0.5892,UK Renewable Energy Planning Database
GBR0002514,Teesside,Teesside,Teeside Offshore Wind Farm,62.0,Wind,2514,,,,EDF Energy - Northern Offshore Windfarm Ltd,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,54.6453,-1.0955,UK Renewable Energy Planning Database
GBR0002513,Lincs,Lincs,Centrica (Lincs),270.0,Wind,2513,,,,GIB,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,53.1842,0.4981,UK Renewable Energy Planning Database
GBR0002512,Sheringham Shoal BMU 1 & 2,Sheringham Shoal BMU 1 & 2,Sheringham Shoal ,316.0,Wind,2512,,41027,,Vattenfall,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,53.1353,1.1479,UK Renewable Energy Planning Database
GBR0002511,London Array,London Array,London Array Phase 1,630.0,Wind,2511,,25696,,Siemens Gamesa Renewable Energy,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.6217,1.4958,UK Renewable Energy Planning Database
GBR0002510,Greater Gabbard,Greater Gabbard,Greater Gabbard Wind Farm,504.0,Wind,2510,,15809,,Airtricity / Fluor Ltd,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.9176,1.9284,UK Renewable Energy Planning Database
GBR0002049,Roves Farm (Solar) - resubmission,,Roves Farm (Solar) - resubmission,12.7,Solar,2049,,,,Bluefield Solar,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,51.5978,-1.6983,UK Renewable Energy Planning Database
GBR2000703,Chliostair,Chliostair,,1.2,Hydro,,,,,,None,,,None,None,
GBR0002519,West of Duddon Sands,West of Duddon Sands,West of Duddon Sands,389.0,Wind,2519,,11406,,Scottish Power Renewables & Orsted (formerly Dong Energy),2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,53.9851,-3.462,UK Renewable Energy Planning Database
GBR2000472,Moor Solar 2,Moor Solar 2,,1.06748,Solar,,,,,,None,,,None,None,
GBR0003241,Gruig,Gruig,Gruig Wind Farm,25.0,Wind,3241,,51894,,B9 Energy / RES,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,55.0188,-6.2857,UK Renewable Energy Planning Database
GBR0003242,Wolf Bog,Wolf Bog,Wolf Bog Wind Farm,10.0,Wind,3242,,50018,,B9 Energy / RES,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,54.8043,-6.0806,UK Renewable Energy Planning Database
GBR0003243,Curryfree Wind Farm,,Curryfree Wind Farm,15.0,Wind,3243,,,,ESB,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,54.9293,-7.3167,UK Renewable Energy Planning Database
GBR0003244,Altahullion,Altahullion,Altahullion Phase II,26.0,Wind,3244,,58427,,B9 Energy / RES,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,54.9702,-6.9996,UK Renewable Energy Planning Database
GBR0003245,Slieve Divena,Slieve Divena,Slieve Divena Phase 1 Wind Farm,30.0,Wind,3245,,55694,,Greencoat (formerly Infinis/SSE),2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,54.5086,-7.1064,UK Renewable Energy Planning Database
GBR0000939,Exeter EfW,Exeter EfW,Exeter EfW,3.5,Waste,939,,,,Viridor,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,50.7035,-3.5222,UK Renewable Energy Planning Database
GBR0003247,Loscar,Loscar,Loscar Farm,4.5,Wind,3247,,,,REG Windpower (previously Cornwall Light and Power),2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,53.3145,-1.236,UK Renewable Energy Planning Database
GBR0003248,Langley,Langley,Langley Moor,8.0,Wind,3248,,24424,,EDF Energy,2018,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,54.8237,-1.6758,UK Renewable Energy Planning Database
